Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20161102T023941.673395,256,56,25088,1,1285,1285,0,13061,51,256,56,25344,1,1542,1542,0,
20160817T011543.274957,1,3084,3084,0,13068,51,256,56,27136,1,3341,3341,0,13069,51,256,
20161102T050445.673395,256,56,29440,1,5654,5654,0,13078,51,256,56,29696,1,5911,5911,0,
20160817T011617.274957,1,7453,7453,0,13085,51,256,56,31488,1,7710,7710,0,13086,51,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T011635.274957,1,9766,9766,0,13094,51,256,56,33792,1,10023,10023,0,13095,51,256,
20161102T084637.673395,256,56,36096,1,12336,12336,0,13104,51,256,56,36352,1,12593,12593,0,
20160817T011709.274957,1,14135,14135,0,13111,51,256,56,38144,1,14392,14392,0,13112,51,256,
20161102T111141.673395,256,56,40448,1,16705,16705,0,13121,51,256,56,40704,1,16962,16962,0,
20160817T011743.274957,1,18504,18504,0,13128,51,256,56,42496,1,18761,18761,0,13129,51,256,
20161102T133645.673395,256,56,44800,1,21074,21074,0,13138,51,256,56,45056,1,21331,21331,0,
20160817T011817.274957,1,22873,22873,0,13145,51,256,56,46848,1,23130,23130,0,13146,51,256,
20161102T160149.673395,256,56,49152,1,25443,25443,0,13155,51,256,56,49408,1,25700,25700,0,
20160817T011851.274957,1,27242,27242,0,13162,51,256,56,51200,1,27499,27499,0,13163,51,256,
20161102T182653.673395,256,56,53504,1,29812,29812,0,13172,51,256,56,53760,1,30069,30069,0,
20160817T011925.274957,1,31611,31611,0,13179,51,256,56,55552,1,31868,31868,0,13180,51,256,
20161102T205157.673395,256,56,57856,1,34181,34181,0,13189,51,256,56,58112,1,34438,34438,0,
20160817T011959.274957,1,35980,35980,0,13196,51,256,56,59904,1,36237,36237,0,13197,51,256,
20161102T231701.673395,256,56,62208,1,38550,38550,0,13206,51,256,56,62464,1,38807,38807,0,
20160817T012033.274957,1,40349,40349,0,13213,51,256,56,64256,1,40606,40606,0,13214,51,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T012051.274957,1,42662,42662,0,13222,51,256,57,1024,1,42919,42919,0,13223,51,256,
20161103T025853.673395,256,57,3328,1,45232,45232,0,13232,51,256,57,3584,1,45489,45489,0,
20160817T012125.274957,1,47031,47031,0,13239,51,256,57,5376,1,47288,47288,0,13240,51,256,
20161103T052357.673395,256,57,7680,1,49601,49601,0,13249,51,256,57,7936,1,49858,49858,0,
20160817T012159.274957,1,51400,51400,0,13256,51,256,57,9728,1,51657,51657,0,13257,51,256,
20161103T074901.673395,256,57,12032,1,53970,53970,0,13266,51,256,57,12288,1,54227,54227,0,
20160817T012233.274957,1,55769,55769,0,13273,51,256,57,14080,1,56026,56026,0,13274,51,256,
20161103T101405.673395,256,57,16384,1,58339,58339,0,13283,51,256,57,16640,1,58596,58596,0,
20160817T012307.274957,1,60138,60138,0,13290,51,256,57,18432,1,60395,60395,0,13291,51,256,
20161103T123909.673395,256,57,20736,1,62708,62708,0,13300,51,256,57,20992,1,62965,62965,0,
20160817T012341.274957,1,64507,64507,0,13307,51,256,57,22784,1,64764,64764,0,13308,51,256,
20161103T150413.681207,256,57,25088,1,1285,1285,0,13317,52,256,57,25344,1,1542,1542,0,
20160817T012415.274957,1,3084,3084,0,13324,52,256,57,27136,1,3341,3341,0,13325,52,256,
20161103T172917.681207,256,57,29440,1,5654,5654,0,13334,52,256,57,29696,1,5911,5911,0,
20160817T012449.274957,1,7453,7453,0,13341,52,256,57,31488,1,7710,7710,0,13342,52,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T012507.274957,1,9766,9766,0,13350,52,256,57,33792,1,10023,10023,0,13351,52,256,
20161103T211109.681207,256,57,36096,1,12336,12336,0,13360,52,256,57,36352,1,12593,12593,0,
20160817T012541.274957,1,14135,14135,0,13367,52,256,57,38144,1,14392,14392,0,13368,52,256,
20161103T233613.681207,256,57,40448,1,16705,16705,0,13377,52,256,57,40704,1,16962,16962,0,
20160817T012615.274957,1,18504,18504,0,13384,52,256,57,42496,1,18761,18761,0,13385,52,256,
20161104T020117.681207,256,57,44800,1,21074,21074,0,13394,52,256,57,45056,1,21331,21331,0,
20160817T012649.274957,1,22873,22873,0,13401,52,256,57,46848,1,23130,23130,0,13402,52,256,
20161104T042621.681207,256,57,49152,1,25443,25443,0,13411,52,256,57,49408,1,25700,25700,0,
20160817T012723.274957,1,27242,27242,0,13418,52,256,57,51200,1,27499,27499,0,13419,52,256,
20161104T065125.681207,256,57,53504,1,29812,29812,0,13428,52,256,57,53760,1,30069,30069,0,
20160817T012757.274957,1,31611,31611,0,13435,52,256,57,55552,1,31868,31868,0,13436,52,256,
20161104T091629.681207,256,57,57856,1,34181,34181,0,13445,52,256,57,58112,1,34438,34438,0,
20160817T012831.274957,1,35980,35980,0,13452,52,256,57,59904,1,36237,36237,0,13453,52,256,
20161104T114133.681207,256,57,62208,1,38550,38550,0,13462,52,256,57,62464,1,38807,38807,0,
20160817T012905.274957,1,40349,40349,0,13469,52,256,57,64256,1,40606,40606,0,13470,52,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T012923.274957,1,42662,42662,0,13478,52,256,58,1024,1,42919,42919,0,13479,52,256,
20161104T152325.681207,256,58,3328,1,45232,45232,0,13488,52,256,58,3584,1,45489,45489,0,
20160817T012957.274957,1,47031,47031,0,13495,52,256,58,5376,1,47288,47288,0,13496,52,256,
20161104T174829.681207,256,58,7680,1,49601,49601,0,13505,52,256,58,7936,1,49858,49858,0,
20160817T013031.274957,1,51400,51400,0,13512,52,256,58,9728,1,51657,51657,0,13513,52,256,
20161104T201333.681207,256,58,12032,1,53970,53970,0,13522,52,256,58,12288,1,54227,54227,0,
20160817T013105.274957,1,55769,55769,0,13529,52,256,58,14080,1,56026,56026,0,13530,52,256,
20161104T223837.681207,256,58,16384,1,58339,58339,0,13539,52,256,58,16640,1,58596,58596,0,
20160817T013139.274957,1,60138,60138,0,13546,52,256,58,18432,1,60395,60395,0,13547,52,256,
20161105T010341.681207,256,58,20736,1,62708,62708,0,13556,52,256,58,20992,1,62965,62965,0,
20160817T013213.274957,1,64507,64507,0,13563,52,256,58,22784,1,64764,64764,0,13564,52,256,
20161105T032845.689019,256,58,25088,1,1285,1285,0,13573,53,256,58,25344,1,1542,1542,0,
20160817T013247.274957,1,3084,3084,0,13580,53,256,58,27136,1,3341,3341,0,13581,53,256,
20161105T055349.689019,256,58,29440,1,5654,5654,0,13590,53,256,58,29696,1,5911,5911,0,
20160817T013321.274957,1,7453,7453,0,13597,53,256,58,31488,1,7710,7710,0,13598,53,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T013339.274957,1,9766,9766,0,13606,53,256,58,33792,1,10023,10023,0,13607,53,256,
20161105T093541.689019,256,58,36096,1,12336,12336,0,13616,53,256,58,36352,1,12593,12593,0,
20160817T013413.274957,1,14135,14135,0,13623,53,256,58,38144,1,14392,14392,0,13624,53,256,
20161105T120045.689019,256,58,40448,1,16705,16705,0,13633,53,256,58,40704,1,16962,16962,0,
20160817T013447.274957,1,18504,18504,0,13640,53,256,58,42496,1,18761,18761,0,13641,53,256,
20161105T142549.689019,256,58,44800,1,21074,21074,0,13650,53,256,58,45056,1,21331,21331,0,
20160817T013521.274957,1,22873,22873,0,13657,53,256,58,46848,1,23130,23130,0,13658,53,256,
20161105T165053.689019,256,58,49152,1,25443,25443,0,13667,53,256,58,49408,1,25700,25700,0,
20160817T013555.274957,1,27242,27242,0,13674,53,256,58,51200,1,27499,27499,0,13675,53,256,
20161105T191557.689019,256,58,53504,1,29812,29812,0,13684,53,256,58,53760,1,30069,30069,0,
20160817T013629.274957,1,31611,31611,0,13691,53,256,58,55552,1,31868,31868,0,13692,53,256,
20161105T214101.689019,256,58,57856,1,34181,34181,0,13701,53,256,58,58112,1,34438,34438,0,
20160817T013703.274957,1,35980,35980,0,13708,53,256,58,59904,1,36237,36237,0,13709,53,256,
20161106T000605.689019,256,58,62208,1,38550,38550,0,13718,53,256,58,62464,1,38807,38807,0,
20160817T013737.274957,1,40349,40349,0,13725,53,256,58,64256,1,40606,40606,0,13726,53,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T013755.274957,1,42662,42662,0,13734,53,256,59,1024,1,42919,42919,0,13735,53,256,
20161106T034757.689019,256,59,3328,1,45232,45232,0,13744,53,256,59,3584,1,45489,45489,0,
20160817T013829.274957,1,47031,47031,0,13751,53,256,59,5376,1,47288,47288,0,13752,53,256,
20161106T061301.689019,256,59,7680,1,49601,49601,0,13761,53,256,59,7936,1,49858,49858,0,
20160817T013903.274957,1,51400,51400,0,13768,53,256,59,9728,1,51657,51657,0,13769,53,256,
20161106T083805.689019,256,59,12032,1,53970,53970,0,13778,53,256,59,12288,1,54227,54227,0,
20160817T013937.274957,1,55769,55769,0,13785,53,256,59,14080,1,56026,56026,0,13786,53,256,
20161106T110309.689019,256,59,16384,1,58339,58339,0,13795,53,256,59,16640,1,58596,58596,0,
20160817T014011.274957,1,60138,60138,0,13802,53,256,59,18432,1,60395,60395,0,13803,53,256,
20161106T132813.689019,256,59,20736,1,62708,62708,0,13812,53,256,59,20992,1,62965,62965,0,
20160817T014045.274957,1,64507,64507,0,13819,53,256,59,22784,1,64764,64764,0,13820,53,256,
20161106T155317.696832,256,59,25088,1,1285,1285,0,13829,54,256,59,25344,1,1542,1542,0,
20160817T014119.274957,1,3084,3084,0,13836,54,256,59,27136,1,3341,3341,0,13837,54,256,
20161106T181821.696832,256,59,29440,1,5654,5654,0,13846,54,256,59,29696,1,5911,5911,0,
20160817T014153.274957,1,7453,7453,0,13853,54,256,59,31488,1,7710,7710,0,13854,54,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T014211.274957,1,9766,9766,0,13862,54,256,59,33792,1,10023,10023,0,13863,54,256,
20161106T220013.696832,256,59,36096,1,12336,12336,0,13872,54,256,59,36352,1,12593,12593,0,
20160817T014245.274957,1,14135,14135,0,13879,54,256,59,38144,1,14392,14392,0,13880,54,256,
20161107T002517.696832,256,59,40448,1,16705,16705,0,13889,54,256,59,40704,1,16962,16962,0,
20160817T014319.274957,1,18504,18504,0,13896,54,256,59,42496,1,18761,18761,0,13897,54,256,
20161107T025021.696832,256,59,44800,1,21074,21074,0,13906,54,256,59,45056,1,21331,21331,0,
20160817T014353.274957,1,22873,22873,0,13913,54,256,59,46848,1,23130,23130,0,13914,54,256,
20161107T051525.696832,256,59,49152,1,25443,25443,0,13923,54,256,59,49408,1,25700,25700,0,
20160817T014427.274957,1,27242,27242,0,13930,54,256,59,51200,1,27499,27499,0,13931,54,256,
20161107T074029.696832,256,59,53504,1,29812,29812,0,13940,54,256,59,53760,1,30069,30069,0,
20160817T014501.274957,1,31611,31611,0,13947,54,256,59,55552,1,31868,31868,0,13948,54,256,
20161107T100533.696832,256,59,57856,1,34181,34181,0,13957,54,256,59,58112,1,34438,34438,0,
20160817T014535.274957,1,35980,35980,0,13964,54,256,59,59904,1,36237,36237,0,13965,54,256,
20161107T123037.696832,256,59,62208,1,38550,38550,0,13974,54,256,59,62464,1,38807,38807,0,
20160817T014609.274957,1,40349,40349,0,13981,54,256,59,64256,1,40606,40606,0,13982,54,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T014627.274957,1,42662,42662,0,13990,54,256,60,1024,1,42919,42919,0,13991,54,256,
20161107T161229.696832,256,60,3328,1,45232,45232,0,14000,54,256,60,3584,1,45489,45489,0,
20160817T014701.274957,1,47031,47031,0,14007,54,256,60,5376,1,47288,47288,0,14008,54,256,
20161107T183733.696832,256,60,7680,1,49601,49601,0,14017,54,256,60,7936,1,49858,49858,0,
20160817T014735.274957,1,51400,51400,0,14024,54,256,60,9728,1,51657,51657,0,14025,54,256,
20161107T210237.696832,256,60,12032,1,53970,53970,0,14034,54,256,60,12288,1,54227,54227,0,
20160817T014809.274957,1,55769,55769,0,14041,54,256,60,14080,1,56026,56026,0,14042,54,256,
20161107T232741.696832,256,60,16384,1,58339,58339,0,14051,54,256,60,16640,1,58596,58596,0,
20160817T014843.274957,1,60138,60138,0,14058,54,256,60,18432,1,60395,60395,0,14059,54,256,
20161108T015245.696832,256,60,20736,1,62708,62708,0,14068,54,256,60,20992,1,62965,62965,0,
20160817T014917.274957,1,64507,64507,0,14075,54,256,60,22784,1,64764,64764,0,14076,54,256,
20161108T041749.704645,256,60,25088,1,1285,1285,0,14085,55,256,60,25344,1,1542,1542,0,
20160817T014951.274957,1,3084,3084,0,14092,55,256,60,27136,1,3341,3341,0,14093,55,256,
20161108T064253.704645,256,60,29440,1,5654,5654,0,14102,55,256,60,29696,1,5911,5911,0,
20160817T015025.274957,1,7453,7453,0,14109,55,256,60,31488,1,7710,7710,0,14110,55,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T015043.274957,1,9766,9766,0,14118,55,256,60,33792,1,10023,10023,0,14119,55,256,
20161108T102445.704645,256,60,36096,1,12336,12336,0,14128,55,256,60,36352,1,12593,12593,0,
20160817T015117.274957,1,14135,14135,0,14135,55,256,60,38144,1,14392,14392,0,14136,55,256,
20161108T124949.704645,256,60,40448,1,16705,16705,0,14145,55,256,60,40704,1,16962,16962,0,
20160817T015151.274957,1,18504,18504,0,14152,55,256,60,42496,1,18761,18761,0,14153,55,256,
20161108T151453.704645,256,60,44800,1,21074,21074,0,14162,55,256,60,45056,1,21331,21331,0,
20160817T015225.274957,1,22873,22873,0,14169,55,256,60,46848,1,23130,23130,0,14170,55,256,
20161108T173957.704645,256,60,49152,1,25443,25443,0,14179,55,256,60,49408,1,25700,25700,0,
20160817T015259.274957,1,27242,27242,0,14186,55,256,60,51200,1,27499,27499,0,14187,55,256,
20161108T200501.704645,256,60,53504,1,29812,29812,0,14196,55,256,60,53760,1,30069,30069,0,
20160817T015333.274957,1,31611,31611,0,14203,55,256,60,55552,1,31868,31868,0,14204,55,256,
20161108T223005.704645,256,60,57856,1,34181,34181,0,14213,55,256,60,58112,1,34438,34438,0,
20160817T015407.274957,1,35980,35980,0,14220,55,256,60,59904,1,36237,36237,0,14221,55,256,
20161109T005509.704645,256,60,62208,1,38550,38550,0,14230,55,256,60,62464,1,38807,38807,0,
20160817T015441.274957,1,40349,40349,0,14237,55,256,60,64256,1,40606,40606,0,14238,55,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T015459.274957,1,42662,42662,0,14246,55,256,61,1024,1,42919,42919,0,14247,55,256,
20161109T043701.704645,256,61,3328,1,45232,45232,0,14256,55,256,61,3584,1,45489,45489,0,
20160817T015533.274957,1,47031,47031,0,14263,55,256,61,5376,1,47288,47288,0,14264,55,256,
20161109T070205.704645,256,61,7680,1,49601,49601,0,14273,55,256,61,7936,1,49858,49858,0,
20160817T015607.274957,1,51400,51400,0,14280,55,256,61,9728,1,51657,51657,0,14281,55,256,
20161109T092709.704645,256,61,12032,1,53970,53970,0,14290,55,256,61,12288,1,54227,54227,0,
20160817T015641.274957,1,55769,55769,0,14297,55,256,61,14080,1,56026,56026,0,14298,55,256,
20161109T115213.704645,256,61,16384,1,58339,58339,0,14307,55,256,61,16640,1,58596,58596,0,
20160817T015715.274957,1,60138,60138,0,14314,55,256,61,18432,1,60395,60395,0,14315,55,256,
20161109T141717.704645,256,61,20736,1,62708,62708,0,14324,55,256,61,20992,1,62965,62965,0,
20160817T015749.274957,1,64507,64507,0,14331,55,256,61,22784,1,64764,64764,0,14332,55,256,
20161109T164221.712457,256,61,25088,1,1285,1285,0,14341,56,256,61,25344,1,1542,1542,0,
20160817T015823.274957,1,3084,3084,0,14348,56,256,61,27136,1,3341,3341,0,14349,56,256,
20161109T190725.712457,256,61,29440,1,5654,5654,0,14358,56,256,61,29696,1,5911,5911,0,
20160817T015857.274957,1,7453,7453,0,14365,56,256,61,31488,1,7710,7710,0,14366,56,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T015915.274957,1,9766,9766,0,14374,56,256,61,33792,1,10023,10023,0,14375,56,256,
20161109T224917.712457,256,61,36096,1,12336,12336,0,14384,56,256,61,36352,1,12593,12593,0,
20160817T015949.274957,1,14135,14135,0,14391,56,256,61,38144,1,14392,14392,0,14392,56,256,
20161110T011421.712457,256,61,40448,1,16705,16705,0,14401,56,256,61,40704,1,16962,16962,0,
20160817T020023.274957,1,18504,18504,0,14408,56,256,61,42496,1,18761,18761,0,14409,56,256,
20161110T033925.712457,256,61,44800,1,21074,21074,0,14418,56,256,61,45056,1,21331,21331,0,
20160817T020057.274957,1,22873,22873,0,14425,56,256,61,46848,1,23130,23130,0,14426,56,256,
20161110T060429.712457,256,61,49152,1,25443,25443,0,14435,56,256,61,49408,1,25700,25700,0,
20160817T020131.274957,1,27242,27242,0,14442,56,256,61,51200,1,27499,27499,0,14443,56,256,
20161110T082933.712457,256,61,53504,1,29812,29812,0,14452,56,256,61,53760,1,30069,30069,0,
20160817T020205.274957,1,31611,31611,0,14459,56,256,61,55552,1,31868,31868,0,14460,56,256,
20161110T105437.712457,256,61,57856,1,34181,34181,0,14469,56,256,61,58112,1,34438,34438,0,
20160817T020239.274957,1,35980,35980,0,14476,56,256,61,59904,1,36237,36237,0,14477,56,256,
20161110T131941.712457,256,61,62208,1,38550,38550,0,14486,56,256,61,62464,1,38807,38807,0,
20160817T020313.274957,1,40349,40349,0,14493,56,256,61,64256,1,40606,40606,0,14494,56,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T020331.274957,1,42662,42662,0,14502,56,256,62,1024,1,42919,42919,0,14503,56,256,
20161110T170133.712457,256,62,3328,1,45232,45232,0,14512,56,256,62,3584,1,45489,45489,0,
20160817T020405.274957,1,47031,47031,0,14519,56,256,62,5376,1,47288,47288,0,14520,56,256,
20161110T192637.712457,256,62,7680,1,49601,49601,0,14529,56,256,62,7936,1,49858,49858,0,
20160817T020439.274957,1,51400,51400,0,14536,56,256,62,9728,1,51657,51657,0,14537,56,256,
20161110T215141.712457,256,62,12032,1,53970,53970,0,14546,56,256,62,12288,1,54227,54227,0,
20160817T020513.274957,1,55769,55769,0,14553,56,256,62,14080,1,56026,56026,0,14554,56,256,
20161111T001645.712457,256,62,16384,1,58339,58339,0,14563,56,256,62,16640,1,58596,58596,0,
20160817T020547.274957,1,60138,60138,0,14570,56,256,62,18432,1,60395,60395,0,14571,56,256,
20161111T024149.712457,256,62,20736,1,62708,62708,0,14580,56,256,62,20992,1,62965,62965,0,
20160817T020621.274957,1,64507,64507,0,14587,56,256,62,22784,1,64764,64764,0,14588,56,256,
20161111T050653.720269,256,62,25088,1,1285,1285,0,14597,57,256,62,25344,1,1542,1542,0,
20160817T020655.274957,1,3084,3084,0,14604,57,256,62,27136,1,3341,3341,0,14605,57,256,
20161111T073157.720269,256,62,29440,1,5654,5654,0,14614,57,256,62,29696,1,5911,5911,0,
20160817T020729.274957,1,7453,7453,0,14621,57,256,62,31488,1,7710,7710,0,14622,57,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T020747.274957,1,9766,9766,0,14630,57,256,62,33792,1,10023,10023,0,14631,57,256,
20161111T111349.720269,256,62,36096,1,12336,12336,0,14640,57,256,62,36352,1,12593,12593,0,
20160817T020821.274957,1,14135,14135,0,14647,57,256,62,38144,1,14392,14392,0,14648,57,256,
20161111T133853.720269,256,62,40448,1,16705,16705,0,14657,57,256,62,40704,1,16962,16962,0,
20160817T020855.274957,1,18504,18504,0,14664,57,256,62,42496,1,18761,18761,0,14665,57,256,
20161111T160357.720269,256,62,44800,1,21074,21074,0,14674,57,256,62,45056,1,21331,21331,0,
20160817T020929.274957,1,22873,22873,0,14681,57,256,62,46848,1,23130,23130,0,14682,57,256,
20161111T182901.720269,256,62,49152,1,25443,25443,0,14691,57,256,62,49408,1,25700,25700,0,
20160817T021003.274957,1,27242,27242,0,14698,57,256,62,51200,1,27499,27499,0,14699,57,256,
20161111T205405.720269,256,62,53504,1,29812,29812,0,14708,57,256,62,53760,1,30069,30069,0,
20160817T021037.274957,1,31611,31611,0,14715,57,256,62,55552,1,31868,31868,0,14716,57,256,
20161111T231909.720269,256,62,57856,1,34181,34181,0,14725,57,256,62,58112,1,34438,34438,0,
20160817T021111.274957,1,35980,35980,0,14732,57,256,62,59904,1,36237,36237,0,14733,57,256,
20161112T014413.720269,256,62,62208,1,38550,38550,0,14742,57,256,62,62464,1,38807,38807,0,
20160817T021145.274957,1,40349,40349,0,14749,57,256,62,64256,1,40606,40606,0,14750,57,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T021203.274957,1,42662,42662,0,14758,57,256,63,1024,1,42919,42919,0,14759,57,256,
20161112T052605.720269,256,63,3328,1,45232,45232,0,14768,57,256,63,3584,1,45489,45489,0,
20160817T021237.274957,1,47031,47031,0,14775,57,256,63,5376,1,47288,47288,0,14776,57,256,
20161112T075109.720269,256,63,7680,1,49601,49601,0,14785,57,256,63,7936,1,49858,49858,0,
20160817T021311.274957,1,51400,51400,0,14792,57,256,63,9728,1,51657,51657,0,14793,57,256,
20161112T101613.720269,256,63,12032,1,53970,53970,0,14802,57,256,63,12288,1,54227,54227,0,
20160817T021345.274957,1,55769,55769,0,14809,57,256,63,14080,1,56026,56026,0,14810,57,256,
20161112T124117.720269,256,63,16384,1,58339,58339,0,14819,57,256,63,16640,1,58596,58596,0,
20160817T021419.274957,1,60138,60138,0,14826,57,256,63,18432,1,60395,60395,0,14827,57,256,
20161112T150621.720269,256,63,20736,1,62708,62708,0,14836,57,256,63,20992,1,62965,62965,0,
20160817T021453.274957,1,64507,64507,0,14843,57,256,63,22784,1,64764,64764,0,14844,57,256,
20161112T173125.728082,256,63,25088,1,1285,1285,0,14853,58,256,63,25344,1,1542,1542,0,
20160817T021527.274957,1,3084,3084,0,14860,58,256,63,27136,1,3341,3341,0,14861,58,256,
20161112T195629.728082,256,63,29440,1,5654,5654,0,14870,58,256,63,29696,1,5911,5911,0,
20160817T021601.274957,1,7453,7453,0,14877,58,256,63,31488,1,7710,7710,0,14878,58,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T021619.274957,1,9766,9766,0,14886,58,256,63,33792,1,10023,10023,0,14887,58,256,
20161112T233821.728082,256,63,36096,1,12336,12336,0,14896,58,256,63,36352,1,12593,12593,0,
20160817T021653.274957,1,14135,14135,0,14903,58,256,63,38144,1,14392,14392,0,14904,58,256,
20161113T020325.728082,256,63,40448,1,16705,16705,0,14913,58,256,63,40704,1,16962,16962,0,
20160817T021727.274957,1,18504,18504,0,14920,58,256,63,42496,1,18761,18761,0,14921,58,256,
20161113T042829.728082,256,63,44800,1,21074,21074,0,14930,58,256,63,45056,1,21331,21331,0,
20160817T021801.274957,1,22873,22873,0,14937,58,256,63,46848,1,23130,23130,0,14938,58,256,
20161113T065333.728082,256,63,49152,1,25443,25443,0,14947,58,256,63,49408,1,25700,25700,0,
20160817T021835.274957,1,27242,27242,0,14954,58,256,63,51200,1,27499,27499,0,14955,58,256,
20161113T091837.728082,256,63,53504,1,29812,29812,0,14964,58,256,63,53760,1,30069,30069,0,
20160817T021909.274957,1,31611,31611,0,14971,58,256,63,55552,1,31868,31868,0,14972,58,256,
20161113T114341.728082,256,63,57856,1,34181,34181,0,14981,58,256,63,58112,1,34438,34438,0,
20160817T021943.274957,1,35980,35980,0,14988,58,256,63,59904,1,36237,36237,0,14989,58,256,
20161113T140845.728082,256,63,62208,1,38550,38550,0,14998,58,256,63,62464,1,38807,38807,0,
20160817T022017.274957,1,40349,40349,0,15005,58,256,63,64256,1,40606,40606,0,15006,58,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T022035.274957,1,42662,42662,0,15014,58,256,64,1024,1,42919,42919,0,15015,58,256,
20161113T175037.728082,256,64,3328,1,45232,45232,0,15024,58,256,64,3584,1,45489,45489,0,
20160817T022109.274957,1,47031,47031,0,15031,58,256,64,5376,1,47288,47288,0,15032,58,256,
20161113T201541.728082,256,64,7680,1,49601,49601,0,15041,58,256,64,7936,1,49858,49858,0,
20160817T022143.274957,1,51400,51400,0,15048,58,256,64,9728,1,51657,51657,0,15049,58,256,
20161113T224045.728082,256,64,12032,1,53970,53970,0,15058,58,256,64,12288,1,54227,54227,0,
20160817T022217.274957,1,55769,55769,0,15065,58,256,64,14080,1,56026,56026,0,15066,58,256,
20161114T010549.728082,256,64,16384,1,58339,58339,0,15075,58,256,64,16640,1,58596,58596,0,
20160817T022251.274957,1,60138,60138,0,15082,58,256,64,18432,1,60395,60395,0,15083,58,256,
20161114T033053.728082,256,64,20736,1,62708,62708,0,15092,58,256,64,20992,1,62965,62965,0,
20160817T022325.274957,1,64507,64507,0,15099,58,256,64,22784,1,64764,64764,0,15100,58,256,
20161114T055557.735895,256,64,25088,1,1285,1285,0,15109,59,256,64,25344,1,1542,1542,0,
20160817T022359.274957,1,3084,3084,0,15116,59,256,64,27136,1,3341,3341,0,15117,59,256,
20161114T082101.735895,256,64,29440,1,5654,5654,0,15126,59,256,64,29696,1,5911,5911,0,
20160817T022433.274957,1,7453,7453,0,15133,59,256,64,31488,1,7710,7710,0,15134,59,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T022451.274957,1,9766,9766,0,15142,59,256,64,33792,1,10023,10023,0,15143,59,256,
20161114T120253.735895,256,64,36096,1,12336,12336,0,15152,59,256,64,36352,1,12593,12593,0,
20160817T022525.274957,1,14135,14135,0,15159,59,256,64,38144,1,14392,14392,0,15160,59,256,
20161114T142757.735895,256,64,40448,1,16705,16705,0,15169,59,256,64,40704,1,16962,16962,0,
20160817T022559.274957,1,18504,18504,0,15176,59,256,64,42496,1,18761,18761,0,15177,59,256,
20161114T165301.735895,256,64,44800,1,21074,21074,0,15186,59,256,64,45056,1,21331,21331,0,
20160817T022633.274957,1,22873,22873,0,15193,59,256,64,46848,1,23130,23130,0,15194,59,256,
20161114T191805.735895,256,64,49152,1,25443,25443,0,15203,59,256,64,49408,1,25700,25700,0,
20160817T022707.274957,1,27242,27242,0,15210,59,256,64,51200,1,27499,27499,0,15211,59,256,
20161114T214309.735895,256,64,53504,1,29812,29812,0,15220,59,256,64,53760,1,30069,30069,0,
20160817T022741.274957,1,31611,31611,0,15227,59,256,64,55552,1,31868,31868,0,15228,59,256,
20161115T000813.735895,256,64,57856,1,34181,34181,0,15237,59,256,64,58112,1,34438,34438,0,
20160817T022815.274957,1,35980,35980,0,15244,59,256,64,59904,1,36237,36237,0,15245,59,256,
20161115T023317.735895,256,64,62208,1,38550,38550,0,15254,59,256,64,62464,1,38807,38807,0,
20160817T022849.274957,1,40349,40349,0,15261,59,256,64,64256,1,40606,40606,0,15262,59,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T022907.274957,1,42662,42662,0,15270,59,256,65,1024,1,42919,42919,0,15271,59,256,
20161115T061509.735895,256,65,3328,1,45232,45232,0,15280,59,256,65,3584,1,45489,45489,0,
20160817T022941.274957,1,47031,47031,0,15287,59,256,65,5376,1,47288,47288,0,15288,59,256,
