Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160818T033731.274957,1,27242,27242,0,60522,236,256,241,51200,1,27499,27499,0,60523,236,256,
20170810T100535.118707,256,241,53504,1,29812,29812,0,60532,236,256,241,53760,1,30069,30069,0,
20160818T033805.274957,1,31611,31611,0,60539,236,256,241,55552,1,31868,31868,0,60540,236,256,
20170810T123039.118707,256,241,57856,1,34181,34181,0,60549,236,256,241,58112,1,34438,34438,0,
20160818T033839.274957,1,35980,35980,0,60556,236,256,241,59904,1,36237,36237,0,60557,236,256,
20170810T145543.118707,256,241,62208,1,38550,38550,0,60566,236,256,241,62464,1,38807,38807,0,
20160818T033913.274957,1,40349,40349,0,60573,236,256,241,64256,1,40606,40606,0,60574,236,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T033931.274957,1,42662,42662,0,60582,236,256,242,1024,1,42919,42919,0,60583,236,256,
20170810T183735.118707,256,242,3328,1,45232,45232,0,60592,236,256,242,3584,1,45489,45489,0,
20160818T034005.274957,1,47031,47031,0,60599,236,256,242,5376,1,47288,47288,0,60600,236,256,
20170810T210239.118707,256,242,7680,1,49601,49601,0,60609,236,256,242,7936,1,49858,49858,0,
20160818T034039.274957,1,51400,51400,0,60616,236,256,242,9728,1,51657,51657,0,60617,236,256,
20170810T232743.118707,256,242,12032,1,53970,53970,0,60626,236,256,242,12288,1,54227,54227,0,
20160818T034113.274957,1,55769,55769,0,60633,236,256,242,14080,1,56026,56026,0,60634,236,256,
20170811T015247.118707,256,242,16384,1,58339,58339,0,60643,236,256,242,16640,1,58596,58596,0,
20160818T034147.274957,1,60138,60138,0,60650,236,256,242,18432,1,60395,60395,0,60651,236,256,
20170811T041751.118707,256,242,20736,1,62708,62708,0,60660,236,256,242,20992,1,62965,62965,0,
20160818T034221.274957,1,64507,64507,0,60667,236,256,242,22784,1,64764,64764,0,60668,236,256,
20170811T064255.126519,256,242,25088,1,1285,1285,0,60677,237,256,242,25344,1,1542,1542,0,
20160818T034255.274957,1,3084,3084,0,60684,237,256,242,27136,1,3341,3341,0,60685,237,256,
20170811T090759.126519,256,242,29440,1,5654,5654,0,60694,237,256,242,29696,1,5911,5911,0,
20160818T034329.274957,1,7453,7453,0,60701,237,256,242,31488,1,7710,7710,0,60702,237,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T034347.274957,1,9766,9766,0,60710,237,256,242,33792,1,10023,10023,0,60711,237,256,
20170811T124951.126519,256,242,36096,1,12336,12336,0,60720,237,256,242,36352,1,12593,12593,0,
20160818T034421.274957,1,14135,14135,0,60727,237,256,242,38144,1,14392,14392,0,60728,237,256,
20170811T151455.126519,256,242,40448,1,16705,16705,0,60737,237,256,242,40704,1,16962,16962,0,
20160818T034455.274957,1,18504,18504,0,60744,237,256,242,42496,1,18761,18761,0,60745,237,256,
20170811T173959.126519,256,242,44800,1,21074,21074,0,60754,237,256,242,45056,1,21331,21331,0,
20160818T034529.274957,1,22873,22873,0,60761,237,256,242,46848,1,23130,23130,0,60762,237,256,
20170811T200503.126519,256,242,49152,1,25443,25443,0,60771,237,256,242,49408,1,25700,25700,0,
20160818T034603.274957,1,27242,27242,0,60778,237,256,242,51200,1,27499,27499,0,60779,237,256,
20170811T223007.126519,256,242,53504,1,29812,29812,0,60788,237,256,242,53760,1,30069,30069,0,
20160818T034637.274957,1,31611,31611,0,60795,237,256,242,55552,1,31868,31868,0,60796,237,256,
20170812T005511.126519,256,242,57856,1,34181,34181,0,60805,237,256,242,58112,1,34438,34438,0,
20160818T034711.274957,1,35980,35980,0,60812,237,256,242,59904,1,36237,36237,0,60813,237,256,
20170812T032015.126519,256,242,62208,1,38550,38550,0,60822,237,256,242,62464,1,38807,38807,0,
20160818T034745.274957,1,40349,40349,0,60829,237,256,242,64256,1,40606,40606,0,60830,237,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T034803.274957,1,42662,42662,0,60838,237,256,243,1024,1,42919,42919,0,60839,237,256,
20170812T070207.126519,256,243,3328,1,45232,45232,0,60848,237,256,243,3584,1,45489,45489,0,
20160818T034837.274957,1,47031,47031,0,60855,237,256,243,5376,1,47288,47288,0,60856,237,256,
20170812T092711.126519,256,243,7680,1,49601,49601,0,60865,237,256,243,7936,1,49858,49858,0,
20160818T034911.274957,1,51400,51400,0,60872,237,256,243,9728,1,51657,51657,0,60873,237,256,
20170812T115215.126519,256,243,12032,1,53970,53970,0,60882,237,256,243,12288,1,54227,54227,0,
20160818T034945.274957,1,55769,55769,0,60889,237,256,243,14080,1,56026,56026,0,60890,237,256,
20170812T141719.126519,256,243,16384,1,58339,58339,0,60899,237,256,243,16640,1,58596,58596,0,
20160818T035019.274957,1,60138,60138,0,60906,237,256,243,18432,1,60395,60395,0,60907,237,256,
20170812T164223.126519,256,243,20736,1,62708,62708,0,60916,237,256,243,20992,1,62965,62965,0,
20160818T035053.274957,1,64507,64507,0,60923,237,256,243,22784,1,64764,64764,0,60924,237,256,
20170812T190727.134332,256,243,25088,1,1285,1285,0,60933,238,256,243,25344,1,1542,1542,0,
20160818T035127.274957,1,3084,3084,0,60940,238,256,243,27136,1,3341,3341,0,60941,238,256,
20170812T213231.134332,256,243,29440,1,5654,5654,0,60950,238,256,243,29696,1,5911,5911,0,
20160818T035201.274957,1,7453,7453,0,60957,238,256,243,31488,1,7710,7710,0,60958,238,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T035219.274957,1,9766,9766,0,60966,238,256,243,33792,1,10023,10023,0,60967,238,256,
20170813T011423.134332,256,243,36096,1,12336,12336,0,60976,238,256,243,36352,1,12593,12593,0,
20160818T035253.274957,1,14135,14135,0,60983,238,256,243,38144,1,14392,14392,0,60984,238,256,
20170813T033927.134332,256,243,40448,1,16705,16705,0,60993,238,256,243,40704,1,16962,16962,0,
20160818T035327.274957,1,18504,18504,0,61000,238,256,243,42496,1,18761,18761,0,61001,238,256,
20170813T060431.134332,256,243,44800,1,21074,21074,0,61010,238,256,243,45056,1,21331,21331,0,
20160818T035401.274957,1,22873,22873,0,61017,238,256,243,46848,1,23130,23130,0,61018,238,256,
20170813T082935.134332,256,243,49152,1,25443,25443,0,61027,238,256,243,49408,1,25700,25700,0,
20160818T035435.274957,1,27242,27242,0,61034,238,256,243,51200,1,27499,27499,0,61035,238,256,
20170813T105439.134332,256,243,53504,1,29812,29812,0,61044,238,256,243,53760,1,30069,30069,0,
20160818T035509.274957,1,31611,31611,0,61051,238,256,243,55552,1,31868,31868,0,61052,238,256,
20170813T131943.134332,256,243,57856,1,34181,34181,0,61061,238,256,243,58112,1,34438,34438,0,
20160818T035543.274957,1,35980,35980,0,61068,238,256,243,59904,1,36237,36237,0,61069,238,256,
20170813T154447.134332,256,243,62208,1,38550,38550,0,61078,238,256,243,62464,1,38807,38807,0,
20160818T035617.274957,1,40349,40349,0,61085,238,256,243,64256,1,40606,40606,0,61086,238,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T035635.274957,1,42662,42662,0,61094,238,256,244,1024,1,42919,42919,0,61095,238,256,
20170813T192639.134332,256,244,3328,1,45232,45232,0,61104,238,256,244,3584,1,45489,45489,0,
20160818T035709.274957,1,47031,47031,0,61111,238,256,244,5376,1,47288,47288,0,61112,238,256,
20170813T215143.134332,256,244,7680,1,49601,49601,0,61121,238,256,244,7936,1,49858,49858,0,
20160818T035743.274957,1,51400,51400,0,61128,238,256,244,9728,1,51657,51657,0,61129,238,256,
20170814T001647.134332,256,244,12032,1,53970,53970,0,61138,238,256,244,12288,1,54227,54227,0,
20160818T035817.274957,1,55769,55769,0,61145,238,256,244,14080,1,56026,56026,0,61146,238,256,
20170814T024151.134332,256,244,16384,1,58339,58339,0,61155,238,256,244,16640,1,58596,58596,0,
20160818T035851.274957,1,60138,60138,0,61162,238,256,244,18432,1,60395,60395,0,61163,238,256,
20170814T050655.134332,256,244,20736,1,62708,62708,0,61172,238,256,244,20992,1,62965,62965,0,
20160818T035925.274957,1,64507,64507,0,61179,238,256,244,22784,1,64764,64764,0,61180,238,256,
20170814T073159.142145,256,244,25088,1,1285,1285,0,61189,239,256,244,25344,1,1542,1542,0,
20160818T035959.274957,1,3084,3084,0,61196,239,256,244,27136,1,3341,3341,0,61197,239,256,
20170814T095703.142145,256,244,29440,1,5654,5654,0,61206,239,256,244,29696,1,5911,5911,0,
20160818T040033.274957,1,7453,7453,0,61213,239,256,244,31488,1,7710,7710,0,61214,239,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T040051.274957,1,9766,9766,0,61222,239,256,244,33792,1,10023,10023,0,61223,239,256,
20170814T133855.142145,256,244,36096,1,12336,12336,0,61232,239,256,244,36352,1,12593,12593,0,
20160818T040125.274957,1,14135,14135,0,61239,239,256,244,38144,1,14392,14392,0,61240,239,256,
20170814T160359.142145,256,244,40448,1,16705,16705,0,61249,239,256,244,40704,1,16962,16962,0,
20160818T040159.274957,1,18504,18504,0,61256,239,256,244,42496,1,18761,18761,0,61257,239,256,
20170814T182903.142145,256,244,44800,1,21074,21074,0,61266,239,256,244,45056,1,21331,21331,0,
20160818T040233.274957,1,22873,22873,0,61273,239,256,244,46848,1,23130,23130,0,61274,239,256,
20170814T205407.142145,256,244,49152,1,25443,25443,0,61283,239,256,244,49408,1,25700,25700,0,
20160818T040307.274957,1,27242,27242,0,61290,239,256,244,51200,1,27499,27499,0,61291,239,256,
20170814T231911.142145,256,244,53504,1,29812,29812,0,61300,239,256,244,53760,1,30069,30069,0,
20160818T040341.274957,1,31611,31611,0,61307,239,256,244,55552,1,31868,31868,0,61308,239,256,
20170815T014415.142145,256,244,57856,1,34181,34181,0,61317,239,256,244,58112,1,34438,34438,0,
20160818T040415.274957,1,35980,35980,0,61324,239,256,244,59904,1,36237,36237,0,61325,239,256,
20170815T040919.142145,256,244,62208,1,38550,38550,0,61334,239,256,244,62464,1,38807,38807,0,
20160818T040449.274957,1,40349,40349,0,61341,239,256,244,64256,1,40606,40606,0,61342,239,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T040507.274957,1,42662,42662,0,61350,239,256,245,1024,1,42919,42919,0,61351,239,256,
20170815T075111.142145,256,245,3328,1,45232,45232,0,61360,239,256,245,3584,1,45489,45489,0,
20160818T040541.274957,1,47031,47031,0,61367,239,256,245,5376,1,47288,47288,0,61368,239,256,
20170815T101615.142145,256,245,7680,1,49601,49601,0,61377,239,256,245,7936,1,49858,49858,0,
20160818T040615.274957,1,51400,51400,0,61384,239,256,245,9728,1,51657,51657,0,61385,239,256,
20170815T124119.142145,256,245,12032,1,53970,53970,0,61394,239,256,245,12288,1,54227,54227,0,
20160818T040649.274957,1,55769,55769,0,61401,239,256,245,14080,1,56026,56026,0,61402,239,256,
20170815T150623.142145,256,245,16384,1,58339,58339,0,61411,239,256,245,16640,1,58596,58596,0,
20160818T040723.274957,1,60138,60138,0,61418,239,256,245,18432,1,60395,60395,0,61419,239,256,
20170815T173127.142145,256,245,20736,1,62708,62708,0,61428,239,256,245,20992,1,62965,62965,0,
20160818T040757.274957,1,64507,64507,0,61435,239,256,245,22784,1,64764,64764,0,61436,239,256,
20170815T195631.149957,256,245,25088,1,1285,1285,0,61445,240,256,245,25344,1,1542,1542,0,
20160818T040831.274957,1,3084,3084,0,61452,240,256,245,27136,1,3341,3341,0,61453,240,256,
20170815T222135.149957,256,245,29440,1,5654,5654,0,61462,240,256,245,29696,1,5911,5911,0,
20160818T040905.274957,1,7453,7453,0,61469,240,256,245,31488,1,7710,7710,0,61470,240,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T040923.274957,1,9766,9766,0,61478,240,256,245,33792,1,10023,10023,0,61479,240,256,
20170816T020327.149957,256,245,36096,1,12336,12336,0,61488,240,256,245,36352,1,12593,12593,0,
20160818T040957.274957,1,14135,14135,0,61495,240,256,245,38144,1,14392,14392,0,61496,240,256,
20170816T042831.149957,256,245,40448,1,16705,16705,0,61505,240,256,245,40704,1,16962,16962,0,
20160818T041031.274957,1,18504,18504,0,61512,240,256,245,42496,1,18761,18761,0,61513,240,256,
20170816T065335.149957,256,245,44800,1,21074,21074,0,61522,240,256,245,45056,1,21331,21331,0,
20160818T041105.274957,1,22873,22873,0,61529,240,256,245,46848,1,23130,23130,0,61530,240,256,
20170816T091839.149957,256,245,49152,1,25443,25443,0,61539,240,256,245,49408,1,25700,25700,0,
20160818T041139.274957,1,27242,27242,0,61546,240,256,245,51200,1,27499,27499,0,61547,240,256,
20170816T114343.149957,256,245,53504,1,29812,29812,0,61556,240,256,245,53760,1,30069,30069,0,
20160818T041213.274957,1,31611,31611,0,61563,240,256,245,55552,1,31868,31868,0,61564,240,256,
20170816T140847.149957,256,245,57856,1,34181,34181,0,61573,240,256,245,58112,1,34438,34438,0,
20160818T041247.274957,1,35980,35980,0,61580,240,256,245,59904,1,36237,36237,0,61581,240,256,
20170816T163351.149957,256,245,62208,1,38550,38550,0,61590,240,256,245,62464,1,38807,38807,0,
20160818T041321.274957,1,40349,40349,0,61597,240,256,245,64256,1,40606,40606,0,61598,240,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041339.274957,1,42662,42662,0,61606,240,256,246,1024,1,42919,42919,0,61607,240,256,
20170816T201543.149957,256,246,3328,1,45232,45232,0,61616,240,256,246,3584,1,45489,45489,0,
20160818T041413.274957,1,47031,47031,0,61623,240,256,246,5376,1,47288,47288,0,61624,240,256,
20170816T224047.149957,256,246,7680,1,49601,49601,0,61633,240,256,246,7936,1,49858,49858,0,
20160818T041447.274957,1,51400,51400,0,61640,240,256,246,9728,1,51657,51657,0,61641,240,256,
20170817T010551.149957,256,246,12032,1,53970,53970,0,61650,240,256,246,12288,1,54227,54227,0,
20160818T041521.274957,1,55769,55769,0,61657,240,256,246,14080,1,56026,56026,0,61658,240,256,
20170817T033055.149957,256,246,16384,1,58339,58339,0,61667,240,256,246,16640,1,58596,58596,0,
20160818T041555.274957,1,60138,60138,0,61674,240,256,246,18432,1,60395,60395,0,61675,240,256,
20170817T055559.149957,256,246,20736,1,62708,62708,0,61684,240,256,246,20992,1,62965,62965,0,
20160818T041629.274957,1,64507,64507,0,61691,240,256,246,22784,1,64764,64764,0,61692,240,256,
20170817T082103.157769,256,246,25088,1,1285,1285,0,61701,241,256,246,25344,1,1542,1542,0,
20160818T041703.274957,1,3084,3084,0,61708,241,256,246,27136,1,3341,3341,0,61709,241,256,
20170817T104607.157769,256,246,29440,1,5654,5654,0,61718,241,256,246,29696,1,5911,5911,0,
20160818T041737.274957,1,7453,7453,0,61725,241,256,246,31488,1,7710,7710,0,61726,241,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041755.274957,1,9766,9766,0,61734,241,256,246,33792,1,10023,10023,0,61735,241,256,
20170817T142759.157769,256,246,36096,1,12336,12336,0,61744,241,256,246,36352,1,12593,12593,0,
20160818T041829.274957,1,14135,14135,0,61751,241,256,246,38144,1,14392,14392,0,61752,241,256,
20170817T165303.157769,256,246,40448,1,16705,16705,0,61761,241,256,246,40704,1,16962,16962,0,
20160818T041903.274957,1,18504,18504,0,61768,241,256,246,42496,1,18761,18761,0,61769,241,256,
20170817T191807.157769,256,246,44800,1,21074,21074,0,61778,241,256,246,45056,1,21331,21331,0,
20160818T041937.274957,1,22873,22873,0,61785,241,256,246,46848,1,23130,23130,0,61786,241,256,
20170817T214311.157769,256,246,49152,1,25443,25443,0,61795,241,256,246,49408,1,25700,25700,0,
20160818T042011.274957,1,27242,27242,0,61802,241,256,246,51200,1,27499,27499,0,61803,241,256,
20170818T000815.157769,256,246,53504,1,29812,29812,0,61812,241,256,246,53760,1,30069,30069,0,
20160818T042045.274957,1,31611,31611,0,61819,241,256,246,55552,1,31868,31868,0,61820,241,256,
20170818T023319.157769,256,246,57856,1,34181,34181,0,61829,241,256,246,58112,1,34438,34438,0,
20160818T042119.274957,1,35980,35980,0,61836,241,256,246,59904,1,36237,36237,0,61837,241,256,
20170818T045823.157769,256,246,62208,1,38550,38550,0,61846,241,256,246,62464,1,38807,38807,0,
20160818T042153.274957,1,40349,40349,0,61853,241,256,246,64256,1,40606,40606,0,61854,241,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T042211.274957,1,42662,42662,0,61862,241,256,247,1024,1,42919,42919,0,61863,241,256,
20170818T084015.157769,256,247,3328,1,45232,45232,0,61872,241,256,247,3584,1,45489,45489,0,
20160818T042245.274957,1,47031,47031,0,61879,241,256,247,5376,1,47288,47288,0,61880,241,256,
20170818T110519.157769,256,247,7680,1,49601,49601,0,61889,241,256,247,7936,1,49858,49858,0,
20160818T042319.274957,1,51400,51400,0,61896,241,256,247,9728,1,51657,51657,0,61897,241,256,
20170818T133023.157769,256,247,12032,1,53970,53970,0,61906,241,256,247,12288,1,54227,54227,0,
20160818T042353.274957,1,55769,55769,0,61913,241,256,247,14080,1,56026,56026,0,61914,241,256,
20170818T155527.157769,256,247,16384,1,58339,58339,0,61923,241,256,247,16640,1,58596,58596,0,
20160818T042427.274957,1,60138,60138,0,61930,241,256,247,18432,1,60395,60395,0,61931,241,256,
20170818T182031.157769,256,247,20736,1,62708,62708,0,61940,241,256,247,20992,1,62965,62965,0,
20160818T042501.274957,1,64507,64507,0,61947,241,256,247,22784,1,64764,64764,0,61948,241,256,
20170818T204535.165582,256,247,25088,1,1285,1285,0,61957,242,256,247,25344,1,1542,1542,0,
20160818T042535.274957,1,3084,3084,0,61964,242,256,247,27136,1,3341,3341,0,61965,242,256,
20170818T231039.165582,256,247,29440,1,5654,5654,0,61974,242,256,247,29696,1,5911,5911,0,
20160818T042609.274957,1,7453,7453,0,61981,242,256,247,31488,1,7710,7710,0,61982,242,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T042627.274957,1,9766,9766,0,61990,242,256,247,33792,1,10023,10023,0,61991,242,256,
20170819T025231.165582,256,247,36096,1,12336,12336,0,62000,242,256,247,36352,1,12593,12593,0,
20160818T042701.274957,1,14135,14135,0,62007,242,256,247,38144,1,14392,14392,0,62008,242,256,
20170819T051735.165582,256,247,40448,1,16705,16705,0,62017,242,256,247,40704,1,16962,16962,0,
20160818T042735.274957,1,18504,18504,0,62024,242,256,247,42496,1,18761,18761,0,62025,242,256,
20170819T074239.165582,256,247,44800,1,21074,21074,0,62034,242,256,247,45056,1,21331,21331,0,
20160818T042809.274957,1,22873,22873,0,62041,242,256,247,46848,1,23130,23130,0,62042,242,256,
20170819T100743.165582,256,247,49152,1,25443,25443,0,62051,242,256,247,49408,1,25700,25700,0,
20160818T042843.274957,1,27242,27242,0,62058,242,256,247,51200,1,27499,27499,0,62059,242,256,
20170819T123247.165582,256,247,53504,1,29812,29812,0,62068,242,256,247,53760,1,30069,30069,0,
20160818T042917.274957,1,31611,31611,0,62075,242,256,247,55552,1,31868,31868,0,62076,242,256,
20170819T145751.165582,256,247,57856,1,34181,34181,0,62085,242,256,247,58112,1,34438,34438,0,
20160818T042951.274957,1,35980,35980,0,62092,242,256,247,59904,1,36237,36237,0,62093,242,256,
20170819T172255.165582,256,247,62208,1,38550,38550,0,62102,242,256,247,62464,1,38807,38807,0,
20160818T043025.274957,1,40349,40349,0,62109,242,256,247,64256,1,40606,40606,0,62110,242,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T043043.274957,1,42662,42662,0,62118,242,256,248,1024,1,42919,42919,0,62119,242,256,
20170819T210447.165582,256,248,3328,1,45232,45232,0,62128,242,256,248,3584,1,45489,45489,0,
20160818T043117.274957,1,47031,47031,0,62135,242,256,248,5376,1,47288,47288,0,62136,242,256,
20170819T232951.165582,256,248,7680,1,49601,49601,0,62145,242,256,248,7936,1,49858,49858,0,
20160818T043151.274957,1,51400,51400,0,62152,242,256,248,9728,1,51657,51657,0,62153,242,256,
20170820T015455.165582,256,248,12032,1,53970,53970,0,62162,242,256,248,12288,1,54227,54227,0,
20160818T043225.274957,1,55769,55769,0,62169,242,256,248,14080,1,56026,56026,0,62170,242,256,
20170820T041959.165582,256,248,16384,1,58339,58339,0,62179,242,256,248,16640,1,58596,58596,0,
20160818T043259.274957,1,60138,60138,0,62186,242,256,248,18432,1,60395,60395,0,62187,242,256,
20170820T064503.165582,256,248,20736,1,62708,62708,0,62196,242,256,248,20992,1,62965,62965,0,
20160818T043333.274957,1,64507,64507,0,62203,242,256,248,22784,1,64764,64764,0,62204,242,256,
20170820T091007.173395,256,248,25088,1,1285,1285,0,62213,243,256,248,25344,1,1542,1542,0,
20160818T043407.274957,1,3084,3084,0,62220,243,256,248,27136,1,3341,3341,0,62221,243,256,
20170820T113511.173395,256,248,29440,1,5654,5654,0,62230,243,256,248,29696,1,5911,5911,0,
20160818T043441.274957,1,7453,7453,0,62237,243,256,248,31488,1,7710,7710,0,62238,243,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T043459.274957,1,9766,9766,0,62246,243,256,248,33792,1,10023,10023,0,62247,243,256,
20170820T151703.173395,256,248,36096,1,12336,12336,0,62256,243,256,248,36352,1,12593,12593,0,
20160818T043533.274957,1,14135,14135,0,62263,243,256,248,38144,1,14392,14392,0,62264,243,256,
20170820T174207.173395,256,248,40448,1,16705,16705,0,62273,243,256,248,40704,1,16962,16962,0,
20160818T043607.274957,1,18504,18504,0,62280,243,256,248,42496,1,18761,18761,0,62281,243,256,
20170820T200711.173395,256,248,44800,1,21074,21074,0,62290,243,256,248,45056,1,21331,21331,0,
20160818T043641.274957,1,22873,22873,0,62297,243,256,248,46848,1,23130,23130,0,62298,243,256,
20170820T223215.173395,256,248,49152,1,25443,25443,0,62307,243,256,248,49408,1,25700,25700,0,
20160818T043715.274957,1,27242,27242,0,62314,243,256,248,51200,1,27499,27499,0,62315,243,256,
20170821T005719.173395,256,248,53504,1,29812,29812,0,62324,243,256,248,53760,1,30069,30069,0,
20160818T043749.274957,1,31611,31611,0,62331,243,256,248,55552,1,31868,31868,0,62332,243,256,
20170821T032223.173395,256,248,57856,1,34181,34181,0,62341,243,256,248,58112,1,34438,34438,0,
20160818T043823.274957,1,35980,35980,0,62348,243,256,248,59904,1,36237,36237,0,62349,243,256,
20170821T054727.173395,256,248,62208,1,38550,38550,0,62358,243,256,248,62464,1,38807,38807,0,
20160818T043857.274957,1,40349,40349,0,62365,243,256,248,64256,1,40606,40606,0,62366,243,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T043915.274957,1,42662,42662,0,62374,243,256,249,1024,1,42919,42919,0,62375,243,256,
20170821T092919.173395,256,249,3328,1,45232,45232,0,62384,243,256,249,3584,1,45489,45489,0,
20160818T043949.274957,1,47031,47031,0,62391,243,256,249,5376,1,47288,47288,0,62392,243,256,
20170821T115423.173395,256,249,7680,1,49601,49601,0,62401,243,256,249,7936,1,49858,49858,0,
20160818T044023.274957,1,51400,51400,0,62408,243,256,249,9728,1,51657,51657,0,62409,243,256,
20170821T141927.173395,256,249,12032,1,53970,53970,0,62418,243,256,249,12288,1,54227,54227,0,
20160818T044057.274957,1,55769,55769,0,62425,243,256,249,14080,1,56026,56026,0,62426,243,256,
20170821T164431.173395,256,249,16384,1,58339,58339,0,62435,243,256,249,16640,1,58596,58596,0,
20160818T044131.274957,1,60138,60138,0,62442,243,256,249,18432,1,60395,60395,0,62443,243,256,
20170821T190935.173395,256,249,20736,1,62708,62708,0,62452,243,256,249,20992,1,62965,62965,0,
20160818T044205.274957,1,64507,64507,0,62459,243,256,249,22784,1,64764,64764,0,62460,243,256,
20170821T213439.181207,256,249,25088,1,1285,1285,0,62469,244,256,249,25344,1,1542,1542,0,
20160818T044239.274957,1,3084,3084,0,62476,244,256,249,27136,1,3341,3341,0,62477,244,256,
20170821T235943.181207,256,249,29440,1,5654,5654,0,62486,244,256,249,29696,1,5911,5911,0,
20160818T044313.274957,1,7453,7453,0,62493,244,256,249,31488,1,7710,7710,0,62494,244,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T044331.274957,1,9766,9766,0,62502,244,256,249,33792,1,10023,10023,0,62503,244,256,
20170822T034135.181207,256,249,36096,1,12336,12336,0,62512,244,256,249,36352,1,12593,12593,0,
20160818T044405.274957,1,14135,14135,0,62519,244,256,249,38144,1,14392,14392,0,62520,244,256,
20170822T060639.181207,256,249,40448,1,16705,16705,0,62529,244,256,249,40704,1,16962,16962,0,
20160818T044439.274957,1,18504,18504,0,62536,244,256,249,42496,1,18761,18761,0,62537,244,256,
20170822T083143.181207,256,249,44800,1,21074,21074,0,62546,244,256,249,45056,1,21331,21331,0,
20160818T044513.274957,1,22873,22873,0,62553,244,256,249,46848,1,23130,23130,0,62554,244,256,
20170822T105647.181207,256,249,49152,1,25443,25443,0,62563,244,256,249,49408,1,25700,25700,0,
20160818T044547.274957,1,27242,27242,0,62570,244,256,249,51200,1,27499,27499,0,62571,244,256,
20170822T132151.181207,256,249,53504,1,29812,29812,0,62580,244,256,249,53760,1,30069,30069,0,
20160818T044621.274957,1,31611,31611,0,62587,244,256,249,55552,1,31868,31868,0,62588,244,256,
20170822T154655.181207,256,249,57856,1,34181,34181,0,62597,244,256,249,58112,1,34438,34438,0,
20160818T044655.274957,1,35980,35980,0,62604,244,256,249,59904,1,36237,36237,0,62605,244,256,
20170822T181159.181207,256,249,62208,1,38550,38550,0,62614,244,256,249,62464,1,38807,38807,0,
20160818T044729.274957,1,40349,40349,0,62621,244,256,249,64256,1,40606,40606,0,62622,244,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T044747.274957,1,42662,42662,0,62630,244,256,250,1024,1,42919,42919,0,62631,244,256,
20170822T215351.181207,256,250,3328,1,45232,45232,0,62640,244,256,250,3584,1,45489,45489,0,
20160818T044821.274957,1,47031,47031,0,62647,244,256,250,5376,1,47288,47288,0,62648,244,256,
20170823T001855.181207,256,250,7680,1,49601,49601,0,62657,244,256,250,7936,1,49858,49858,0,
20160818T044855.274957,1,51400,51400,0,62664,244,256,250,9728,1,51657,51657,0,62665,244,256,
20170823T024359.181207,256,250,12032,1,53970,53970,0,62674,244,256,250,12288,1,54227,54227,0,
20160818T044929.274957,1,55769,55769,0,62681,244,256,250,14080,1,56026,56026,0,62682,244,256,
20170823T050903.181207,256,250,16384,1,58339,58339,0,62691,244,256,250,16640,1,58596,58596,0,
20160818T045003.274957,1,60138,60138,0,62698,244,256,250,18432,1,60395,60395,0,62699,244,256,
20170823T073407.181207,256,250,20736,1,62708,62708,0,62708,244,256,250,20992,1,62965,62965,0,
20160818T045037.274957,1,64507,64507,0,62715,244,256,250,22784,1,64764,64764,0,62716,244,256,
20170823T095911.189019,256,250,25088,1,1285,1285,0,62725,245,256,250,25344,1,1542,1542,0,
20160818T045111.274957,1,3084,3084,0,62732,245,256,250,27136,1,3341,3341,0,62733,245,256,
20170823T122415.189019,256,250,29440,1,5654,5654,0,62742,245,256,250,29696,1,5911,5911,0,
20160818T045145.274957,1,7453,7453,0,62749,245,256,250,31488,1,7710,7710,0,62750,245,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
