Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160817T121413.274957,0,1,59,59,
20170227T064046.274957,1,0,0,133,
20160817T121447.274957,0,1,76,76,
20170227T090550.274957,1,0,0,133,
20160817T121521.274957,0,1,93,93,
20170227T113054.274957,1,0,0,133,
20160817T121555.274957,0,1,110,110,
20170227T135558.274957,1,0,0,133,
20160817T121629.274957,0,1,127,127,
20170227T162102.274957,1,0,0,133,
20160817T121703.274957,0,1,144,144,
20170227T184606.274957,1,0,0,133,
20160817T121737.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T121755.274957,0,1,170,170,
20170227T222758.274957,1,0,0,134,
20160817T121829.274957,0,1,187,187,
20170228T005302.274957,1,0,0,134,
20160817T121903.274957,0,1,204,204,
20170228T031806.274957,1,0,0,134,
20160817T121937.274957,0,1,221,221,
20170228T054310.274957,1,0,0,134,
20160817T122011.274957,0,1,238,238,
20170228T080814.274957,1,0,0,134,
20160817T122045.274957,0,1,255,255,
20170228T103318.282769,1,0,0,134,
20160817T122119.274957,0,1,16,16,
20170228T125822.282769,1,0,0,134,
20160817T122153.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T122211.274957,0,1,42,42,
20170228T164014.282769,1,0,0,134,
20160817T122245.274957,0,1,59,59,
20170228T190518.282769,1,0,0,134,
20160817T122319.274957,0,1,76,76,
20170228T213022.282769,1,0,0,134,
20160817T122353.274957,0,1,93,93,
20170228T235526.282769,1,0,0,134,
20160817T122427.274957,0,1,110,110,
20170301T022030.282769,1,0,0,134,
20160817T122501.274957,0,1,127,127,
20170301T044534.282769,1,0,0,134,
20160817T122535.274957,0,1,144,144,
20170301T071038.282769,1,0,0,134,
20160817T122609.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T122627.274957,0,1,170,170,
20170301T105230.282769,1,0,0,135,
20160817T122701.274957,0,1,187,187,
20170301T131734.282769,1,0,0,135,
20160817T122735.274957,0,1,204,204,
20170301T154238.282769,1,0,0,135,
20160817T122809.274957,0,1,221,221,
20170301T180742.282769,1,0,0,135,
20160817T122843.274957,0,1,238,238,
20170301T203246.282769,1,0,0,135,
20160817T122917.274957,0,1,255,255,
20170301T225750.290582,1,0,0,135,
20160817T122951.274957,0,1,16,16,
20170302T012254.290582,1,0,0,135,
20160817T123025.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T123043.274957,0,1,42,42,
20170302T050446.290582,1,0,0,135,
20160817T123117.274957,0,1,59,59,
20170302T072950.290582,1,0,0,135,
20160817T123151.274957,0,1,76,76,
20170302T095454.290582,1,0,0,135,
20160817T123225.274957,0,1,93,93,
20170302T121958.290582,1,0,0,135,
20160817T123259.274957,0,1,110,110,
20170302T144502.290582,1,0,0,135,
20160817T123333.274957,0,1,127,127,
20170302T171006.290582,1,0,0,135,
20160817T123407.274957,0,1,144,144,
20170302T193510.290582,1,0,0,135,
20160817T123441.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T123459.274957,0,1,170,170,
20170302T231702.290582,1,0,0,136,
20160817T123533.274957,0,1,187,187,
20170303T014206.290582,1,0,0,136,
20160817T123607.274957,0,1,204,204,
20170303T040710.290582,1,0,0,136,
20160817T123641.274957,0,1,221,221,
20170303T063214.290582,1,0,0,136,
20160817T123715.274957,0,1,238,238,
20170303T085718.290582,1,0,0,136,
20160817T123749.274957,0,1,255,255,
20170303T112222.298395,1,0,0,136,
20160817T123823.274957,0,1,16,16,
20170303T134726.298395,1,0,0,136,
20160817T123857.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T123915.274957,0,1,42,42,
20170303T172918.298395,1,0,0,136,
20160817T123949.274957,0,1,59,59,
20170303T195422.298395,1,0,0,136,
20160817T124023.274957,0,1,76,76,
20170303T221926.298395,1,0,0,136,
20160817T124057.274957,0,1,93,93,
20170304T004430.298395,1,0,0,136,
20160817T124131.274957,0,1,110,110,
20170304T030934.298395,1,0,0,136,
20160817T124205.274957,0,1,127,127,
20170304T053438.298395,1,0,0,136,
20160817T124239.274957,0,1,144,144,
20170304T075942.298395,1,0,0,136,
20160817T124313.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T124331.274957,0,1,170,170,
20170304T114134.298395,1,0,0,137,
20160817T124405.274957,0,1,187,187,
20170304T140638.298395,1,0,0,137,
20160817T124439.274957,0,1,204,204,
20170304T163142.298395,1,0,0,137,
20160817T124513.274957,0,1,221,221,
20170304T185646.298395,1,0,0,137,
20160817T124547.274957,0,1,238,238,
20170304T212150.298395,1,0,0,137,
20160817T124621.274957,0,1,255,255,
20170304T234654.306207,1,0,0,137,
20160817T124655.274957,0,1,16,16,
20170305T021158.306207,1,0,0,137,
20160817T124729.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T124747.274957,0,1,42,42,
20170305T055350.306207,1,0,0,137,
20160817T124821.274957,0,1,59,59,
20170305T081854.306207,1,0,0,137,
20160817T124855.274957,0,1,76,76,
20170305T104358.306207,1,0,0,137,
20160817T124929.274957,0,1,93,93,
20170305T130902.306207,1,0,0,137,
20160817T125003.274957,0,1,110,110,
20170305T153406.306207,1,0,0,137,
20160817T125037.274957,0,1,127,127,
20170305T175910.306207,1,0,0,137,
20160817T125111.274957,0,1,144,144,
20170305T202414.306207,1,0,0,137,
20160817T125145.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T125203.274957,0,1,170,170,
20170306T000606.306207,1,0,0,138,
20160817T125237.274957,0,1,187,187,
20170306T023110.306207,1,0,0,138,
20160817T125311.274957,0,1,204,204,
20170306T045614.306207,1,0,0,138,
20160817T125345.274957,0,1,221,221,
20170306T072118.306207,1,0,0,138,
20160817T125419.274957,0,1,238,238,
20170306T094622.306207,1,0,0,138,
20160817T125453.274957,0,1,255,255,
20170306T121126.314019,1,0,0,138,
20160817T125527.274957,0,1,16,16,
20170306T143630.314019,1,0,0,138,
20160817T125601.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T125619.274957,0,1,42,42,
20170306T181822.314019,1,0,0,138,
20160817T125653.274957,0,1,59,59,
20170306T204326.314019,1,0,0,138,
20160817T125727.274957,0,1,76,76,
20170306T230830.314019,1,0,0,138,
20160817T125801.274957,0,1,93,93,
20170307T013334.314019,1,0,0,138,
20160817T125835.274957,0,1,110,110,
20170307T035838.314019,1,0,0,138,
20160817T125909.274957,0,1,127,127,
20170307T062342.314019,1,0,0,138,
20160817T125943.274957,0,1,144,144,
20170307T084846.314019,1,0,0,138,
20160817T130017.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T130035.274957,0,1,170,170,
20170307T123038.314019,1,0,0,139,
20160817T130109.274957,0,1,187,187,
20170307T145542.314019,1,0,0,139,
20160817T130143.274957,0,1,204,204,
20170307T172046.314019,1,0,0,139,
20160817T130217.274957,0,1,221,221,
20170307T194550.314019,1,0,0,139,
20160817T130251.274957,0,1,238,238,
20170307T221054.314019,1,0,0,139,
20160817T130325.274957,0,1,255,255,
20170308T003558.321832,1,0,0,139,
20160817T130359.274957,0,1,16,16,
20170308T030102.321832,1,0,0,139,
20160817T130433.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T130451.274957,0,1,42,42,
20170308T064254.321832,1,0,0,139,
20160817T130525.274957,0,1,59,59,
20170308T090758.321832,1,0,0,139,
20160817T130559.274957,0,1,76,76,
20170308T113302.321832,1,0,0,139,
20160817T130633.274957,0,1,93,93,
20170308T135806.321832,1,0,0,139,
20160817T130707.274957,0,1,110,110,
20170308T162310.321832,1,0,0,139,
20160817T130741.274957,0,1,127,127,
20170308T184814.321832,1,0,0,139,
20160817T130815.274957,0,1,144,144,
20170308T211318.321832,1,0,0,139,
20160817T130849.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T130907.274957,0,1,170,170,
20170309T005510.321832,1,0,0,140,
20160817T130941.274957,0,1,187,187,
20170309T032014.321832,1,0,0,140,
20160817T131015.274957,0,1,204,204,
20170309T054518.321832,1,0,0,140,
20160817T131049.274957,0,1,221,221,
20170309T081022.321832,1,0,0,140,
20160817T131123.274957,0,1,238,238,
20170309T103526.321832,1,0,0,140,
20160817T131157.274957,0,1,255,255,
20170309T130030.329645,1,0,0,140,
20160817T131231.274957,0,1,16,16,
20170309T152534.329645,1,0,0,140,
20160817T131305.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T131323.274957,0,1,42,42,
20170309T190726.329645,1,0,0,140,
20160817T131357.274957,0,1,59,59,
20170309T213230.329645,1,0,0,140,
20160817T131431.274957,0,1,76,76,
20170309T235734.329645,1,0,0,140,
20160817T131505.274957,0,1,93,93,
20170310T022238.329645,1,0,0,140,
20160817T131539.274957,0,1,110,110,
20170310T044742.329645,1,0,0,140,
20160817T131613.274957,0,1,127,127,
20170310T071246.329645,1,0,0,140,
20160817T131647.274957,0,1,144,144,
20170310T093750.329645,1,0,0,140,
20160817T131721.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T131739.274957,0,1,170,170,
20170310T131942.329645,1,0,0,141,
20160817T131813.274957,0,1,187,187,
20170310T154446.329645,1,0,0,141,
20160817T131847.274957,0,1,204,204,
20170310T180950.329645,1,0,0,141,
20160817T131921.274957,0,1,221,221,
20170310T203454.329645,1,0,0,141,
20160817T131955.274957,0,1,238,238,
20170310T225958.329645,1,0,0,141,
20160817T132029.274957,0,1,255,255,
20170311T012502.337457,1,0,0,141,
20160817T132103.274957,0,1,16,16,
20170311T035006.337457,1,0,0,141,
20160817T132137.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T132155.274957,0,1,42,42,
20170311T073158.337457,1,0,0,141,
20160817T132229.274957,0,1,59,59,
20170311T095702.337457,1,0,0,141,
20160817T132303.274957,0,1,76,76,
20170311T122206.337457,1,0,0,141,
20160817T132337.274957,0,1,93,93,
20170311T144710.337457,1,0,0,141,
20160817T132411.274957,0,1,110,110,
20170311T171214.337457,1,0,0,141,
20160817T132445.274957,0,1,127,127,
20170311T193718.337457,1,0,0,141,
20160817T132519.274957,0,1,144,144,
20170311T220222.337457,1,0,0,141,
20160817T132553.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T132611.274957,0,1,170,170,
20170312T014414.337457,1,0,0,142,
20160817T132645.274957,0,1,187,187,
20170312T040918.337457,1,0,0,142,
20160817T132719.274957,0,1,204,204,
20170312T063422.337457,1,0,0,142,
20160817T132753.274957,0,1,221,221,
20170312T085926.337457,1,0,0,142,
20160817T132827.274957,0,1,238,238,
20170312T112430.337457,1,0,0,142,
20160817T132901.274957,0,1,255,255,
20170312T134934.345269,1,0,0,142,
20160817T132935.274957,0,1,16,16,
20170312T161438.345269,1,0,0,142,
20160817T133009.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T133027.274957,0,1,42,42,
20170312T195630.345269,1,0,0,142,
20160817T133101.274957,0,1,59,59,
20170312T222134.345269,1,0,0,142,
20160817T133135.274957,0,1,76,76,
20170313T004638.345269,1,0,0,142,
20160817T133209.274957,0,1,93,93,
20170313T031142.345269,1,0,0,142,
20160817T133243.274957,0,1,110,110,
20170313T053646.345269,1,0,0,142,
20160817T133317.274957,0,1,127,127,
20170313T080150.345269,1,0,0,142,
20160817T133351.274957,0,1,144,144,
20170313T102654.345269,1,0,0,142,
20160817T133425.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T133443.274957,0,1,170,170,
20170313T140846.345269,1,0,0,143,
20160817T133517.274957,0,1,187,187,
20170313T163350.345269,1,0,0,143,
20160817T133551.274957,0,1,204,204,
20170313T185854.345269,1,0,0,143,
20160817T133625.274957,0,1,221,221,
20170313T212358.345269,1,0,0,143,
20160817T133659.274957,0,1,238,238,
20170313T234902.345269,1,0,0,143,
20160817T133733.274957,0,1,255,255,
20170314T021406.353082,1,0,0,143,
20160817T133807.274957,0,1,16,16,
20170314T043910.353082,1,0,0,143,
20160817T133841.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T133859.274957,0,1,42,42,
20170314T082102.353082,1,0,0,143,
20160817T133933.274957,0,1,59,59,
20170314T104606.353082,1,0,0,143,
20160817T134007.274957,0,1,76,76,
20170314T131110.353082,1,0,0,143,
20160817T134041.274957,0,1,93,93,
20170314T153614.353082,1,0,0,143,
20160817T134115.274957,0,1,110,110,
20170314T180118.353082,1,0,0,143,
20160817T134149.274957,0,1,127,127,
20170314T202622.353082,1,0,0,143,
20160817T134223.274957,0,1,144,144,
20170314T225126.353082,1,0,0,143,
20160817T134257.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T134315.274957,0,1,170,170,
20170315T023318.353082,1,0,0,144,
20160817T134349.274957,0,1,187,187,
20170315T045822.353082,1,0,0,144,
20160817T134423.274957,0,1,204,204,
20170315T072326.353082,1,0,0,144,
20160817T134457.274957,0,1,221,221,
20170315T094830.353082,1,0,0,144,
20160817T134531.274957,0,1,238,238,
20170315T121334.353082,1,0,0,144,
20160817T134605.274957,0,1,255,255,
20170315T143838.360895,1,0,0,144,
20160817T134639.274957,0,1,16,16,
20170315T170342.360895,1,0,0,144,
20160817T134713.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T134731.274957,0,1,42,42,
20170315T204534.360895,1,0,0,144,
20160817T134805.274957,0,1,59,59,
20170315T231038.360895,1,0,0,144,
20160817T134839.274957,0,1,76,76,
20170316T013542.360895,1,0,0,144,
20160817T134913.274957,0,1,93,93,
20170316T040046.360895,1,0,0,144,
20160817T134947.274957,0,1,110,110,
20170316T062550.360895,1,0,0,144,
20160817T135021.274957,0,1,127,127,
20170316T085054.360895,1,0,0,144,
20160817T135055.274957,0,1,144,144,
20170316T111558.360895,1,0,0,144,
20160817T135129.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T135147.274957,0,1,170,170,
20170316T145750.360895,1,0,0,145,
20160817T135221.274957,0,1,187,187,
20170316T172254.360895,1,0,0,145,
20160817T135255.274957,0,1,204,204,
20170316T194758.360895,1,0,0,145,
20160817T135329.274957,0,1,221,221,
20170316T221302.360895,1,0,0,145,
20160817T135403.274957,0,1,238,238,
20170317T003806.360895,1,0,0,145,
20160817T135437.274957,0,1,255,255,
20170317T030310.368707,1,0,0,145,
20160817T135511.274957,0,1,16,16,
20170317T052814.368707,1,0,0,145,
20160817T135545.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T135603.274957,0,1,42,42,
20170317T091006.368707,1,0,0,145,
20160817T135637.274957,0,1,59,59,
20170317T113510.368707,1,0,0,145,
20160817T135711.274957,0,1,76,76,
20170317T140014.368707,1,0,0,145,
20160817T135745.274957,0,1,93,93,
20170317T162518.368707,1,0,0,145,
20160817T135819.274957,0,1,110,110,
20170317T185022.368707,1,0,0,145,
20160817T135853.274957,0,1,127,127,
20170317T211526.368707,1,0,0,145,
20160817T135927.274957,0,1,144,144,
20170317T234030.368707,1,0,0,145,
20160817T140001.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T140019.274957,0,1,170,170,
20170318T032222.368707,1,0,0,146,
20160817T140053.274957,0,1,187,187,
20170318T054726.368707,1,0,0,146,
20160817T140127.274957,0,1,204,204,
20170318T081230.368707,1,0,0,146,
20160817T140201.274957,0,1,221,221,
20170318T103734.368707,1,0,0,146,
20160817T140235.274957,0,1,238,238,
20170318T130238.368707,1,0,0,146,
20160817T140309.274957,0,1,255,255,
20170318T152742.376519,1,0,0,146,
20160817T140343.274957,0,1,16,16,
20170318T175246.376519,1,0,0,146,
20160817T140417.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T140435.274957,0,1,42,42,
20170318T213438.376519,1,0,0,146,
20160817T140509.274957,0,1,59,59,
20170318T235942.376519,1,0,0,146,
20160817T140543.274957,0,1,76,76,
20170319T022446.376519,1,0,0,146,
20160817T140617.274957,0,1,93,93,
20170319T044950.376519,1,0,0,146,
20160817T140651.274957,0,1,110,110,
20170319T071454.376519,1,0,0,146,
20160817T140725.274957,0,1,127,127,
20170319T093958.376519,1,0,0,146,
20160817T140759.274957,0,1,144,144,
20170319T120502.376519,1,0,0,146,
20160817T140833.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T140851.274957,0,1,170,170,
20170319T154654.376519,1,0,0,147,
20160817T140925.274957,0,1,187,187,
20170319T181158.376519,1,0,0,147,
20160817T140959.274957,0,1,204,204,
20170319T203702.376519,1,0,0,147,
20160817T141033.274957,0,1,221,221,
20170319T230206.376519,1,0,0,147,
20160817T141107.274957,0,1,238,238,
20170320T012710.376519,1,0,0,147,
20160817T141141.274957,0,1,255,255,
20170320T035214.384332,1,0,0,147,
20160817T141215.274957,0,1,16,16,
20170320T061718.384332,1,0,0,147,
20160817T141249.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T141307.274957,0,1,42,42,
20170320T095910.384332,1,0,0,147,
20160817T141341.274957,0,1,59,59,
20170320T122414.384332,1,0,0,147,
20160817T141415.274957,0,1,76,76,
20170320T144918.384332,1,0,0,147,
20160817T141449.274957,0,1,93,93,
20170320T171422.384332,1,0,0,147,
20160817T141523.274957,0,1,110,110,
20170320T193926.384332,1,0,0,147,
20160817T141557.274957,0,1,127,127,
20170320T220430.384332,1,0,0,147,
20160817T141631.274957,0,1,144,144,
20170321T002934.384332,1,0,0,147,
20160817T141705.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T141723.274957,0,1,170,170,
20170321T041126.384332,1,0,0,148,
20160817T141757.274957,0,1,187,187,
20170321T063630.384332,1,0,0,148,
20160817T141831.274957,0,1,204,204,
20170321T090134.384332,1,0,0,148,
20160817T141905.274957,0,1,221,221,
20170321T112638.384332,1,0,0,148,
20160817T141939.274957,0,1,238,238,
20170321T135142.384332,1,0,0,148,
20160817T142013.274957,0,1,255,255,
20170321T161646.392145,1,0,0,148,
20160817T142047.274957,0,1,16,16,
20170321T184150.392145,1,0,0,148,
20160817T142121.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T142139.274957,0,1,42,42,
20170321T222342.392145,1,0,0,148,
20160817T142213.274957,0,1,59,59,
20170322T004846.392145,1,0,0,148,
20160817T142247.274957,0,1,76,76,
20170322T031350.392145,1,0,0,148,
20160817T142321.274957,0,1,93,93,
20170322T053854.392145,1,0,0,148,
20160817T142355.274957,0,1,110,110,
20170322T080358.392145,1,0,0,148,
20160817T142429.274957,0,1,127,127,
20170322T102902.392145,1,0,0,148,
20160817T142503.274957,0,1,144,144,
20170322T125406.392145,1,0,0,148,
20160817T142537.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T142555.274957,0,1,170,170,
20170322T163558.392145,1,0,0,149,
20160817T142629.274957,0,1,187,187,
20170322T190102.392145,1,0,0,149,
20160817T142703.274957,0,1,204,204,
20170322T212606.392145,1,0,0,149,
20160817T142737.274957,0,1,221,221,
20170322T235110.392145,1,0,0,149,
20160817T142811.274957,0,1,238,238,
20170323T021614.392145,1,0,0,149,
20160817T142845.274957,0,1,255,255,
20170323T044118.399957,1,0,0,149,
20160817T142919.274957,0,1,16,16,
20170323T070622.399957,1,0,0,149,
20160817T142953.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T143011.274957,0,1,42,42,
20170323T104814.399957,1,0,0,149,
20160817T143045.274957,0,1,59,59,
20170323T131318.399957,1,0,0,149,
20160817T143119.274957,0,1,76,76,
20170323T153822.399957,1,0,0,149,
20160817T143153.274957,0,1,93,93,
20170323T180326.399957,1,0,0,149,
20160817T143227.274957,0,1,110,110,
20170323T202830.399957,1,0,0,149,
20160817T143301.274957,0,1,127,127,
20170323T225334.399957,1,0,0,149,
20160817T143335.274957,0,1,144,144,
20170324T011838.399957,1,0,0,149,
20160817T143409.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T143427.274957,0,1,170,170,
20170324T050030.399957,1,0,0,150,
20160817T143501.274957,0,1,187,187,
20170324T072534.399957,1,0,0,150,
20160817T143535.274957,0,1,204,204,
20170324T095038.399957,1,0,0,150,
20160817T143609.274957,0,1,221,221,
20170324T121542.399957,1,0,0,150,
20160817T143643.274957,0,1,238,238,
20170324T144046.399957,1,0,0,150,
20160817T143717.274957,0,1,255,255,
20170324T170550.407769,1,0,0,150,
20160817T143751.274957,0,1,16,16,
20170324T193054.407769,1,0,0,150,
20160817T143825.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T143843.274957,0,1,42,42,
20170324T231246.407769,1,0,0,150,
20160817T143917.274957,0,1,59,59,
20170325T013750.407769,1,0,0,150,
20160817T143951.274957,0,1,76,76,
20170325T040254.407769,1,0,0,150,
20160817T144025.274957,0,1,93,93,
20170325T062758.407769,1,0,0,150,
20160817T144059.274957,0,1,110,110,
20170325T085302.407769,1,0,0,150,
20160817T144133.274957,0,1,127,127,
20170325T111806.407769,1,0,0,150,
20160817T144207.274957,0,1,144,144,
20170325T134310.407769,1,0,0,150,
20160817T144241.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T144259.274957,0,1,170,170,
20170325T172502.407769,1,0,0,151,
20160817T144333.274957,0,1,187,187,
20170325T195006.407769,1,0,0,151,
20160817T144407.274957,0,1,204,204,
20170325T221510.407769,1,0,0,151,
20160817T144441.274957,0,1,221,221,
20170326T004014.407769,1,0,0,151,
20160817T144515.274957,0,1,238,238,
20170326T030518.407769,1,0,0,151,
20160817T144549.274957,0,1,255,255,
20170326T053022.415582,1,0,0,151,
20160817T144623.274957,0,1,16,16,
20170326T075526.415582,1,0,0,151,
20160817T144657.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T144715.274957,0,1,42,42,
20170326T113718.415582,1,0,0,151,
20160817T144749.274957,0,1,59,59,
20170326T140222.415582,1,0,0,151,
20160817T144823.274957,0,1,76,76,
20170326T162726.415582,1,0,0,151,
20160817T144857.274957,0,1,93,93,
20170326T185230.415582,1,0,0,151,
20160817T144931.274957,0,1,110,110,
20170326T211734.415582,1,0,0,151,
20160817T145005.274957,0,1,127,127,
20170326T234238.415582,1,0,0,151,
20160817T145039.274957,0,1,144,144,
20170327T020742.415582,1,0,0,151,
20160817T145113.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T145131.274957,0,1,170,170,
20170327T054934.415582,1,0,0,152,
20160817T145205.274957,0,1,187,187,
20170327T081438.415582,1,0,0,152,
20160817T145239.274957,0,1,204,204,
20170327T103942.415582,1,0,0,152,
20160817T145313.274957,0,1,221,221,
20170327T130446.415582,1,0,0,152,
20160817T145347.274957,0,1,238,238,
20170327T152950.415582,1,0,0,152,
20160817T145421.274957,0,1,255,255,
20170327T175454.423395,1,0,0,152,
20160817T145455.274957,0,1,16,16,
20170327T201958.423395,1,0,0,152,
20160817T145529.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T145547.274957,0,1,42,42,
20170328T000150.423395,1,0,0,152,
20160817T145621.274957,0,1,59,59,
20170328T022654.423395,1,0,0,152,
20160817T145655.274957,0,1,76,76,
20170328T045158.423395,1,0,0,152,
20160817T145729.274957,0,1,93,93,
20170328T071702.423395,1,0,0,152,
20160817T145803.274957,0,1,110,110,
20170328T094206.423395,1,0,0,152,
20160817T145837.274957,0,1,127,127,
20170328T120710.423395,1,0,0,152,
20160817T145911.274957,0,1,144,144,
20170328T143214.423395,1,0,0,152,
20160817T145945.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T150003.274957,0,1,170,170,
20170328T181406.423395,1,0,0,153,
20160817T150037.274957,0,1,187,187,
20170328T203910.423395,1,0,0,153,
20160817T150111.274957,0,1,204,204,
20170328T230414.423395,1,0,0,153,
20160817T150145.274957,0,1,221,221,
20170329T012918.423395,1,0,0,153,
20160817T150219.274957,0,1,238,238,
20170329T035422.423395,1,0,0,153,
20160817T150253.274957,0,1,255,255,
20170329T061926.431207,1,0,0,153,
20160817T150327.274957,0,1,16,16,
20170329T084430.431207,1,0,0,153,
20160817T150401.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T150419.274957,0,1,42,42,
20170329T122622.431207,1,0,0,153,
20160817T150453.274957,0,1,59,59,
20170329T145126.431207,1,0,0,153,
20160817T150527.274957,0,1,76,76,
20170329T171630.431207,1,0,0,153,
20160817T150601.274957,0,1,93,93,
20170329T194134.431207,1,0,0,153,
20160817T150635.274957,0,1,110,110,
20170329T220638.431207,1,0,0,153,
20160817T150709.274957,0,1,127,127,
20170330T003142.431207,1,0,0,153,
20160817T150743.274957,0,1,144,144,
20170330T025646.431207,1,0,0,153,
20160817T150817.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T150835.274957,0,1,170,170,
20170330T063838.431207,1,0,0,154,
20160817T150909.274957,0,1,187,187,
20170330T090342.431207,1,0,0,154,
20160817T150943.274957,0,1,204,204,
20170330T112846.431207,1,0,0,154,
20160817T151017.274957,0,1,221,221,
20170330T135350.431207,1,0,0,154,
20160817T151051.274957,0,1,238,238,
20170330T161854.431207,1,0,0,154,
20160817T151125.274957,0,1,255,255,
20170330T184358.439019,1,0,0,154,
20160817T151159.274957,0,1,16,16,
20170330T210902.439019,1,0,0,154,
20160817T151233.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T151251.274957,0,1,42,42,
20170331T005054.439019,1,0,0,154,
20160817T151325.274957,0,1,59,59,
20170331T031558.439019,1,0,0,154,
20160817T151359.274957,0,1,76,76,
20170331T054102.439019,1,0,0,154,
20160817T151433.274957,0,1,93,93,
20170331T080606.439019,1,0,0,154,
20160817T151507.274957,0,1,110,110,
20170331T103110.439019,1,0,0,154,
20160817T151541.274957,0,1,127,127,
20170331T125614.439019,1,0,0,154,
20160817T151615.274957,0,1,144,144,
20170331T152118.439019,1,0,0,154,
20160817T151649.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T151707.274957,0,1,170,170,
20170331T190310.439019,1,0,0,155,
20160817T151741.274957,0,1,187,187,
20170331T212814.439019,1,0,0,155,
20160817T151815.274957,0,1,204,204,
20170331T235318.439019,1,0,0,155,
20160817T151849.274957,0,1,221,221,
20170401T021822.439019,1,0,0,155,
20160817T151923.274957,0,1,238,238,
20170401T044326.439019,1,0,0,155,
20160817T151957.274957,0,1,255,255,
20170401T070830.446832,1,0,0,155,
20160817T152031.274957,0,1,16,16,
20170401T093334.446832,1,0,0,155,
20160817T152105.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T152123.274957,0,1,42,42,
20170401T131526.446832,1,0,0,155,
20160817T152157.274957,0,1,59,59,
20170401T154030.446832,1,0,0,155,
20160817T152231.274957,0,1,76,76,
20170401T180534.446832,1,0,0,155,
20160817T152305.274957,0,1,93,93,
20170401T203038.446832,1,0,0,155,
20160817T152339.274957,0,1,110,110,
20170401T225542.446832,1,0,0,155,
20160817T152413.274957,0,1,127,127,
20170402T012046.446832,1,0,0,155,
20160817T152447.274957,0,1,144,144,
20170402T034550.446832,1,0,0,155,
20160817T152521.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T152539.274957,0,1,170,170,
20170402T072742.446832,1,0,0,156,
20160817T152613.274957,0,1,187,187,
20170402T095246.446832,1,0,0,156,
20160817T152647.274957,0,1,204,204,
20170402T121750.446832,1,0,0,156,
20160817T152721.274957,0,1,221,221,
20170402T144254.446832,1,0,0,156,
20160817T152755.274957,0,1,238,238,
20170402T170758.446832,1,0,0,156,
20160817T152829.274957,0,1,255,255,
20170402T193302.454645,1,0,0,156,
20160817T152903.274957,0,1,16,16,
20170402T215806.454645,1,0,0,156,
20160817T152937.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
