Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160817T051149.274957,0,84,22,1,47545,47545,0,20153,78,256,84,5888,1,47802,47802,0,20154,78,78,1,0,0,84,24,0,
20161214T042621.884332,78,194,0,256,84,8192,1,50115,50115,0,20163,78,256,84,8448,1,50372,50372,196,0,0,78,196,0,78,
20160817T051223.274957,0,84,39,1,51914,51914,0,20170,78,256,84,10240,1,52171,52171,0,20171,78,78,1,0,0,84,41,0,
20161214T065125.884332,78,211,0,256,84,12544,1,54484,54484,0,20180,78,256,84,12800,1,54741,54741,213,0,0,78,213,0,78,
20160817T051257.274957,0,84,56,1,56283,56283,0,20187,78,256,84,14592,1,56540,56540,0,20188,78,78,1,0,0,84,58,0,
20161214T091629.884332,78,228,0,256,84,16896,1,58853,58853,0,20197,78,256,84,17152,1,59110,59110,230,0,0,78,230,0,78,
20160817T051331.274957,0,84,73,1,60652,60652,0,20204,78,256,84,18944,1,60909,60909,0,20205,78,78,1,0,0,84,75,0,
20161214T114133.884332,78,245,0,256,84,21248,1,63222,63222,0,20214,78,256,84,21504,1,63479,63479,247,0,0,78,247,0,78,
20160817T051405.274957,0,84,90,1,65021,65021,0,20221,78,256,84,23296,1,65278,65278,0,20222,78,78,1,0,0,84,92,0,
20161214T140637.892145,79,6,0,256,84,25600,1,1799,1799,0,20231,79,256,84,25856,1,2056,2056,8,0,0,79,8,0,79,
20160817T051439.274957,0,84,107,1,3598,3598,0,20238,79,256,84,27648,1,3855,3855,0,20239,79,79,1,0,0,84,109,0,
20161214T163141.892145,79,23,0,256,84,29952,1,6168,6168,0,20248,79,256,84,30208,1,6425,6425,25,0,0,79,25,0,79,
20160817T051513.274957,0,84,124,1,7967,7967,0,20255,79,256,84,32000,1,8224,8224,0,20256,79,79,1,0,0,84,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T051531.274957,0,84,133,1,10280,10280,0,20264,79,256,84,34304,1,10537,10537,0,20265,79,79,1,0,0,84,135,0,
20161214T201333.892145,79,49,0,256,84,36608,1,12850,12850,0,20274,79,256,84,36864,1,13107,13107,51,0,0,79,51,0,79,
20160817T051605.274957,0,84,150,1,14649,14649,0,20281,79,256,84,38656,1,14906,14906,0,20282,79,79,1,0,0,84,152,0,
20161214T223837.892145,79,66,0,256,84,40960,1,17219,17219,0,20291,79,256,84,41216,1,17476,17476,68,0,0,79,68,0,79,
20160817T051639.274957,0,84,167,1,19018,19018,0,20298,79,256,84,43008,1,19275,19275,0,20299,79,79,1,0,0,84,169,0,
20161215T010341.892145,79,83,0,256,84,45312,1,21588,21588,0,20308,79,256,84,45568,1,21845,21845,85,0,0,79,85,0,79,
20160817T051713.274957,0,84,184,1,23387,23387,0,20315,79,256,84,47360,1,23644,23644,0,20316,79,79,1,0,0,84,186,0,
20161215T032845.892145,79,100,0,256,84,49664,1,25957,25957,0,20325,79,256,84,49920,1,26214,26214,102,0,0,79,102,0,79,
20160817T051747.274957,0,84,201,1,27756,27756,0,20332,79,256,84,51712,1,28013,28013,0,20333,79,79,1,0,0,84,203,0,
20161215T055349.892145,79,117,0,256,84,54016,1,30326,30326,0,20342,79,256,84,54272,1,30583,30583,119,0,0,79,119,0,79,
20160817T051821.274957,0,84,218,1,32125,32125,0,20349,79,256,84,56064,1,32382,32382,0,20350,79,79,1,0,0,84,220,0,
20161215T081853.892145,79,134,0,256,84,58368,1,34695,34695,0,20359,79,256,84,58624,1,34952,34952,136,0,0,79,136,0,79,
20160817T051855.274957,0,84,235,1,36494,36494,0,20366,79,256,84,60416,1,36751,36751,0,20367,79,79,1,0,0,84,237,0,
20161215T104357.892145,79,151,0,256,84,62720,1,39064,39064,0,20376,79,256,84,62976,1,39321,39321,153,0,0,79,153,0,79,
20160817T051929.274957,0,84,252,1,40863,40863,0,20383,79,256,84,64768,1,41120,41120,0,20384,79,79,1,0,0,84,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T051947.274957,0,85,5,1,43176,43176,0,20392,79,256,85,1536,1,43433,43433,0,20393,79,79,1,0,0,85,7,0,
20161215T142549.892145,79,177,0,256,85,3840,1,45746,45746,0,20402,79,256,85,4096,1,46003,46003,179,0,0,79,179,0,79,
20160817T052021.274957,0,85,22,1,47545,47545,0,20409,79,256,85,5888,1,47802,47802,0,20410,79,79,1,0,0,85,24,0,
20161215T165053.892145,79,194,0,256,85,8192,1,50115,50115,0,20419,79,256,85,8448,1,50372,50372,196,0,0,79,196,0,79,
20160817T052055.274957,0,85,39,1,51914,51914,0,20426,79,256,85,10240,1,52171,52171,0,20427,79,79,1,0,0,85,41,0,
20161215T191557.892145,79,211,0,256,85,12544,1,54484,54484,0,20436,79,256,85,12800,1,54741,54741,213,0,0,79,213,0,79,
20160817T052129.274957,0,85,56,1,56283,56283,0,20443,79,256,85,14592,1,56540,56540,0,20444,79,79,1,0,0,85,58,0,
20161215T214101.892145,79,228,0,256,85,16896,1,58853,58853,0,20453,79,256,85,17152,1,59110,59110,230,0,0,79,230,0,79,
20160817T052203.274957,0,85,73,1,60652,60652,0,20460,79,256,85,18944,1,60909,60909,0,20461,79,79,1,0,0,85,75,0,
20161216T000605.892145,79,245,0,256,85,21248,1,63222,63222,0,20470,79,256,85,21504,1,63479,63479,247,0,0,79,247,0,79,
20160817T052237.274957,0,85,90,1,65021,65021,0,20477,79,256,85,23296,1,65278,65278,0,20478,79,79,1,0,0,85,92,0,
20161216T023109.899957,80,6,0,256,85,25600,1,1799,1799,0,20487,80,256,85,25856,1,2056,2056,8,0,0,80,8,0,80,
20160817T052311.274957,0,85,107,1,3598,3598,0,20494,80,256,85,27648,1,3855,3855,0,20495,80,80,1,0,0,85,109,0,
20161216T045613.899957,80,23,0,256,85,29952,1,6168,6168,0,20504,80,256,85,30208,1,6425,6425,25,0,0,80,25,0,80,
20160817T052345.274957,0,85,124,1,7967,7967,0,20511,80,256,85,32000,1,8224,8224,0,20512,80,80,1,0,0,85,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T052403.274957,0,85,133,1,10280,10280,0,20520,80,256,85,34304,1,10537,10537,0,20521,80,80,1,0,0,85,135,0,
20161216T083805.899957,80,49,0,256,85,36608,1,12850,12850,0,20530,80,256,85,36864,1,13107,13107,51,0,0,80,51,0,80,
20160817T052437.274957,0,85,150,1,14649,14649,0,20537,80,256,85,38656,1,14906,14906,0,20538,80,80,1,0,0,85,152,0,
20161216T110309.899957,80,66,0,256,85,40960,1,17219,17219,0,20547,80,256,85,41216,1,17476,17476,68,0,0,80,68,0,80,
20160817T052511.274957,0,85,167,1,19018,19018,0,20554,80,256,85,43008,1,19275,19275,0,20555,80,80,1,0,0,85,169,0,
20161216T132813.899957,80,83,0,256,85,45312,1,21588,21588,0,20564,80,256,85,45568,1,21845,21845,85,0,0,80,85,0,80,
20160817T052545.274957,0,85,184,1,23387,23387,0,20571,80,256,85,47360,1,23644,23644,0,20572,80,80,1,0,0,85,186,0,
20161216T155317.899957,80,100,0,256,85,49664,1,25957,25957,0,20581,80,256,85,49920,1,26214,26214,102,0,0,80,102,0,80,
20160817T052619.274957,0,85,201,1,27756,27756,0,20588,80,256,85,51712,1,28013,28013,0,20589,80,80,1,0,0,85,203,0,
20161216T181821.899957,80,117,0,256,85,54016,1,30326,30326,0,20598,80,256,85,54272,1,30583,30583,119,0,0,80,119,0,80,
20160817T052653.274957,0,85,218,1,32125,32125,0,20605,80,256,85,56064,1,32382,32382,0,20606,80,80,1,0,0,85,220,0,
20161216T204325.899957,80,134,0,256,85,58368,1,34695,34695,0,20615,80,256,85,58624,1,34952,34952,136,0,0,80,136,0,80,
20160817T052727.274957,0,85,235,1,36494,36494,0,20622,80,256,85,60416,1,36751,36751,0,20623,80,80,1,0,0,85,237,0,
20161216T230829.899957,80,151,0,256,85,62720,1,39064,39064,0,20632,80,256,85,62976,1,39321,39321,153,0,0,80,153,0,80,
20160817T052801.274957,0,85,252,1,40863,40863,0,20639,80,256,85,64768,1,41120,41120,0,20640,80,80,1,0,0,85,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T052819.274957,0,86,5,1,43176,43176,0,20648,80,256,86,1536,1,43433,43433,0,20649,80,80,1,0,0,86,7,0,
20161217T025021.899957,80,177,0,256,86,3840,1,45746,45746,0,20658,80,256,86,4096,1,46003,46003,179,0,0,80,179,0,80,
20160817T052853.274957,0,86,22,1,47545,47545,0,20665,80,256,86,5888,1,47802,47802,0,20666,80,80,1,0,0,86,24,0,
20161217T051525.899957,80,194,0,256,86,8192,1,50115,50115,0,20675,80,256,86,8448,1,50372,50372,196,0,0,80,196,0,80,
20160817T052927.274957,0,86,39,1,51914,51914,0,20682,80,256,86,10240,1,52171,52171,0,20683,80,80,1,0,0,86,41,0,
20161217T074029.899957,80,211,0,256,86,12544,1,54484,54484,0,20692,80,256,86,12800,1,54741,54741,213,0,0,80,213,0,80,
20160817T053001.274957,0,86,56,1,56283,56283,0,20699,80,256,86,14592,1,56540,56540,0,20700,80,80,1,0,0,86,58,0,
20161217T100533.899957,80,228,0,256,86,16896,1,58853,58853,0,20709,80,256,86,17152,1,59110,59110,230,0,0,80,230,0,80,
20160817T053035.274957,0,86,73,1,60652,60652,0,20716,80,256,86,18944,1,60909,60909,0,20717,80,80,1,0,0,86,75,0,
20161217T123037.899957,80,245,0,256,86,21248,1,63222,63222,0,20726,80,256,86,21504,1,63479,63479,247,0,0,80,247,0,80,
20160817T053109.274957,0,86,90,1,65021,65021,0,20733,80,256,86,23296,1,65278,65278,0,20734,80,80,1,0,0,86,92,0,
20161217T145541.907769,81,6,0,256,86,25600,1,1799,1799,0,20743,81,256,86,25856,1,2056,2056,8,0,0,81,8,0,81,
20160817T053143.274957,0,86,107,1,3598,3598,0,20750,81,256,86,27648,1,3855,3855,0,20751,81,81,1,0,0,86,109,0,
20161217T172045.907769,81,23,0,256,86,29952,1,6168,6168,0,20760,81,256,86,30208,1,6425,6425,25,0,0,81,25,0,81,
20160817T053217.274957,0,86,124,1,7967,7967,0,20767,81,256,86,32000,1,8224,8224,0,20768,81,81,1,0,0,86,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T053235.274957,0,86,133,1,10280,10280,0,20776,81,256,86,34304,1,10537,10537,0,20777,81,81,1,0,0,86,135,0,
20161217T210237.907769,81,49,0,256,86,36608,1,12850,12850,0,20786,81,256,86,36864,1,13107,13107,51,0,0,81,51,0,81,
20160817T053309.274957,0,86,150,1,14649,14649,0,20793,81,256,86,38656,1,14906,14906,0,20794,81,81,1,0,0,86,152,0,
20161217T232741.907769,81,66,0,256,86,40960,1,17219,17219,0,20803,81,256,86,41216,1,17476,17476,68,0,0,81,68,0,81,
20160817T053343.274957,0,86,167,1,19018,19018,0,20810,81,256,86,43008,1,19275,19275,0,20811,81,81,1,0,0,86,169,0,
20161218T015245.907769,81,83,0,256,86,45312,1,21588,21588,0,20820,81,256,86,45568,1,21845,21845,85,0,0,81,85,0,81,
20160817T053417.274957,0,86,184,1,23387,23387,0,20827,81,256,86,47360,1,23644,23644,0,20828,81,81,1,0,0,86,186,0,
20161218T041749.907769,81,100,0,256,86,49664,1,25957,25957,0,20837,81,256,86,49920,1,26214,26214,102,0,0,81,102,0,81,
20160817T053451.274957,0,86,201,1,27756,27756,0,20844,81,256,86,51712,1,28013,28013,0,20845,81,81,1,0,0,86,203,0,
20161218T064253.907769,81,117,0,256,86,54016,1,30326,30326,0,20854,81,256,86,54272,1,30583,30583,119,0,0,81,119,0,81,
20160817T053525.274957,0,86,218,1,32125,32125,0,20861,81,256,86,56064,1,32382,32382,0,20862,81,81,1,0,0,86,220,0,
20161218T090757.907769,81,134,0,256,86,58368,1,34695,34695,0,20871,81,256,86,58624,1,34952,34952,136,0,0,81,136,0,81,
20160817T053559.274957,0,86,235,1,36494,36494,0,20878,81,256,86,60416,1,36751,36751,0,20879,81,81,1,0,0,86,237,0,
20161218T113301.907769,81,151,0,256,86,62720,1,39064,39064,0,20888,81,256,86,62976,1,39321,39321,153,0,0,81,153,0,81,
20160817T053633.274957,0,86,252,1,40863,40863,0,20895,81,256,86,64768,1,41120,41120,0,20896,81,81,1,0,0,86,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T053651.274957,0,87,5,1,43176,43176,0,20904,81,256,87,1536,1,43433,43433,0,20905,81,81,1,0,0,87,7,0,
20161218T151453.907769,81,177,0,256,87,3840,1,45746,45746,0,20914,81,256,87,4096,1,46003,46003,179,0,0,81,179,0,81,
20160817T053725.274957,0,87,22,1,47545,47545,0,20921,81,256,87,5888,1,47802,47802,0,20922,81,81,1,0,0,87,24,0,
20161218T173957.907769,81,194,0,256,87,8192,1,50115,50115,0,20931,81,256,87,8448,1,50372,50372,196,0,0,81,196,0,81,
20160817T053759.274957,0,87,39,1,51914,51914,0,20938,81,256,87,10240,1,52171,52171,0,20939,81,81,1,0,0,87,41,0,
20161218T200501.907769,81,211,0,256,87,12544,1,54484,54484,0,20948,81,256,87,12800,1,54741,54741,213,0,0,81,213,0,81,
20160817T053833.274957,0,87,56,1,56283,56283,0,20955,81,256,87,14592,1,56540,56540,0,20956,81,81,1,0,0,87,58,0,
20161218T223005.907769,81,228,0,256,87,16896,1,58853,58853,0,20965,81,256,87,17152,1,59110,59110,230,0,0,81,230,0,81,
20160817T053907.274957,0,87,73,1,60652,60652,0,20972,81,256,87,18944,1,60909,60909,0,20973,81,81,1,0,0,87,75,0,
20161219T005509.907769,81,245,0,256,87,21248,1,63222,63222,0,20982,81,256,87,21504,1,63479,63479,247,0,0,81,247,0,81,
20160817T053941.274957,0,87,90,1,65021,65021,0,20989,81,256,87,23296,1,65278,65278,0,20990,81,81,1,0,0,87,92,0,
20161219T032013.915582,82,6,0,256,87,25600,1,1799,1799,0,20999,82,256,87,25856,1,2056,2056,8,0,0,82,8,0,82,
20160817T054015.274957,0,87,107,1,3598,3598,0,21006,82,256,87,27648,1,3855,3855,0,21007,82,82,1,0,0,87,109,0,
20161219T054517.915582,82,23,0,256,87,29952,1,6168,6168,0,21016,82,256,87,30208,1,6425,6425,25,0,0,82,25,0,82,
20160817T054049.274957,0,87,124,1,7967,7967,0,21023,82,256,87,32000,1,8224,8224,0,21024,82,82,1,0,0,87,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T054107.274957,0,87,133,1,10280,10280,0,21032,82,256,87,34304,1,10537,10537,0,21033,82,82,1,0,0,87,135,0,
20161219T092709.915582,82,49,0,256,87,36608,1,12850,12850,0,21042,82,256,87,36864,1,13107,13107,51,0,0,82,51,0,82,
20160817T054141.274957,0,87,150,1,14649,14649,0,21049,82,256,87,38656,1,14906,14906,0,21050,82,82,1,0,0,87,152,0,
20161219T115213.915582,82,66,0,256,87,40960,1,17219,17219,0,21059,82,256,87,41216,1,17476,17476,68,0,0,82,68,0,82,
20160817T054215.274957,0,87,167,1,19018,19018,0,21066,82,256,87,43008,1,19275,19275,0,21067,82,82,1,0,0,87,169,0,
20161219T141717.915582,82,83,0,256,87,45312,1,21588,21588,0,21076,82,256,87,45568,1,21845,21845,85,0,0,82,85,0,82,
20160817T054249.274957,0,87,184,1,23387,23387,0,21083,82,256,87,47360,1,23644,23644,0,21084,82,82,1,0,0,87,186,0,
20161219T164221.915582,82,100,0,256,87,49664,1,25957,25957,0,21093,82,256,87,49920,1,26214,26214,102,0,0,82,102,0,82,
20160817T054323.274957,0,87,201,1,27756,27756,0,21100,82,256,87,51712,1,28013,28013,0,21101,82,82,1,0,0,87,203,0,
20161219T190725.915582,82,117,0,256,87,54016,1,30326,30326,0,21110,82,256,87,54272,1,30583,30583,119,0,0,82,119,0,82,
20160817T054357.274957,0,87,218,1,32125,32125,0,21117,82,256,87,56064,1,32382,32382,0,21118,82,82,1,0,0,87,220,0,
20161219T213229.915582,82,134,0,256,87,58368,1,34695,34695,0,21127,82,256,87,58624,1,34952,34952,136,0,0,82,136,0,82,
20160817T054431.274957,0,87,235,1,36494,36494,0,21134,82,256,87,60416,1,36751,36751,0,21135,82,82,1,0,0,87,237,0,
20161219T235733.915582,82,151,0,256,87,62720,1,39064,39064,0,21144,82,256,87,62976,1,39321,39321,153,0,0,82,153,0,82,
20160817T054505.274957,0,87,252,1,40863,40863,0,21151,82,256,87,64768,1,41120,41120,0,21152,82,82,1,0,0,87,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T054523.274957,0,88,5,1,43176,43176,0,21160,82,256,88,1536,1,43433,43433,0,21161,82,82,1,0,0,88,7,0,
20161220T033925.915582,82,177,0,256,88,3840,1,45746,45746,0,21170,82,256,88,4096,1,46003,46003,179,0,0,82,179,0,82,
20160817T054557.274957,0,88,22,1,47545,47545,0,21177,82,256,88,5888,1,47802,47802,0,21178,82,82,1,0,0,88,24,0,
20161220T060429.915582,82,194,0,256,88,8192,1,50115,50115,0,21187,82,256,88,8448,1,50372,50372,196,0,0,82,196,0,82,
20160817T054631.274957,0,88,39,1,51914,51914,0,21194,82,256,88,10240,1,52171,52171,0,21195,82,82,1,0,0,88,41,0,
20161220T082933.915582,82,211,0,256,88,12544,1,54484,54484,0,21204,82,256,88,12800,1,54741,54741,213,0,0,82,213,0,82,
20160817T054705.274957,0,88,56,1,56283,56283,0,21211,82,256,88,14592,1,56540,56540,0,21212,82,82,1,0,0,88,58,0,
20161220T105437.915582,82,228,0,256,88,16896,1,58853,58853,0,21221,82,256,88,17152,1,59110,59110,230,0,0,82,230,0,82,
20160817T054739.274957,0,88,73,1,60652,60652,0,21228,82,256,88,18944,1,60909,60909,0,21229,82,82,1,0,0,88,75,0,
20161220T131941.915582,82,245,0,256,88,21248,1,63222,63222,0,21238,82,256,88,21504,1,63479,63479,247,0,0,82,247,0,82,
20160817T054813.274957,0,88,90,1,65021,65021,0,21245,82,256,88,23296,1,65278,65278,0,21246,82,82,1,0,0,88,92,0,
20161220T154445.923395,83,6,0,256,88,25600,1,1799,1799,0,21255,83,256,88,25856,1,2056,2056,8,0,0,83,8,0,83,
20160817T054847.274957,0,88,107,1,3598,3598,0,21262,83,256,88,27648,1,3855,3855,0,21263,83,83,1,0,0,88,109,0,
20161220T180949.923395,83,23,0,256,88,29952,1,6168,6168,0,21272,83,256,88,30208,1,6425,6425,25,0,0,83,25,0,83,
20160817T054921.274957,0,88,124,1,7967,7967,0,21279,83,256,88,32000,1,8224,8224,0,21280,83,83,1,0,0,88,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T054939.274957,0,88,133,1,10280,10280,0,21288,83,256,88,34304,1,10537,10537,0,21289,83,83,1,0,0,88,135,0,
20161220T215141.923395,83,49,0,256,88,36608,1,12850,12850,0,21298,83,256,88,36864,1,13107,13107,51,0,0,83,51,0,83,
20160817T055013.274957,0,88,150,1,14649,14649,0,21305,83,256,88,38656,1,14906,14906,0,21306,83,83,1,0,0,88,152,0,
20161221T001645.923395,83,66,0,256,88,40960,1,17219,17219,0,21315,83,256,88,41216,1,17476,17476,68,0,0,83,68,0,83,
20160817T055047.274957,0,88,167,1,19018,19018,0,21322,83,256,88,43008,1,19275,19275,0,21323,83,83,1,0,0,88,169,0,
20161221T024149.923395,83,83,0,256,88,45312,1,21588,21588,0,21332,83,256,88,45568,1,21845,21845,85,0,0,83,85,0,83,
20160817T055121.274957,0,88,184,1,23387,23387,0,21339,83,256,88,47360,1,23644,23644,0,21340,83,83,1,0,0,88,186,0,
20161221T050653.923395,83,100,0,256,88,49664,1,25957,25957,0,21349,83,256,88,49920,1,26214,26214,102,0,0,83,102,0,83,
20160817T055155.274957,0,88,201,1,27756,27756,0,21356,83,256,88,51712,1,28013,28013,0,21357,83,83,1,0,0,88,203,0,
20161221T073157.923395,83,117,0,256,88,54016,1,30326,30326,0,21366,83,256,88,54272,1,30583,30583,119,0,0,83,119,0,83,
20160817T055229.274957,0,88,218,1,32125,32125,0,21373,83,256,88,56064,1,32382,32382,0,21374,83,83,1,0,0,88,220,0,
20161221T095701.923395,83,134,0,256,88,58368,1,34695,34695,0,21383,83,256,88,58624,1,34952,34952,136,0,0,83,136,0,83,
20160817T055303.274957,0,88,235,1,36494,36494,0,21390,83,256,88,60416,1,36751,36751,0,21391,83,83,1,0,0,88,237,0,
20161221T122205.923395,83,151,0,256,88,62720,1,39064,39064,0,21400,83,256,88,62976,1,39321,39321,153,0,0,83,153,0,83,
20160817T055337.274957,0,88,252,1,40863,40863,0,21407,83,256,88,64768,1,41120,41120,0,21408,83,83,1,0,0,88,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T055355.274957,0,89,5,1,43176,43176,0,21416,83,256,89,1536,1,43433,43433,0,21417,83,83,1,0,0,89,7,0,
20161221T160357.923395,83,177,0,256,89,3840,1,45746,45746,0,21426,83,256,89,4096,1,46003,46003,179,0,0,83,179,0,83,
20160817T055429.274957,0,89,22,1,47545,47545,0,21433,83,256,89,5888,1,47802,47802,0,21434,83,83,1,0,0,89,24,0,
20161221T182901.923395,83,194,0,256,89,8192,1,50115,50115,0,21443,83,256,89,8448,1,50372,50372,196,0,0,83,196,0,83,
20160817T055503.274957,0,89,39,1,51914,51914,0,21450,83,256,89,10240,1,52171,52171,0,21451,83,83,1,0,0,89,41,0,
20161221T205405.923395,83,211,0,256,89,12544,1,54484,54484,0,21460,83,256,89,12800,1,54741,54741,213,0,0,83,213,0,83,
20160817T055537.274957,0,89,56,1,56283,56283,0,21467,83,256,89,14592,1,56540,56540,0,21468,83,83,1,0,0,89,58,0,
20161221T231909.923395,83,228,0,256,89,16896,1,58853,58853,0,21477,83,256,89,17152,1,59110,59110,230,0,0,83,230,0,83,
20160817T055611.274957,0,89,73,1,60652,60652,0,21484,83,256,89,18944,1,60909,60909,0,21485,83,83,1,0,0,89,75,0,
20161222T014413.923395,83,245,0,256,89,21248,1,63222,63222,0,21494,83,256,89,21504,1,63479,63479,247,0,0,83,247,0,83,
20160817T055645.274957,0,89,90,1,65021,65021,0,21501,83,256,89,23296,1,65278,65278,0,21502,83,83,1,0,0,89,92,0,
20161222T040917.931207,84,6,0,256,89,25600,1,1799,1799,0,21511,84,256,89,25856,1,2056,2056,8,0,0,84,8,0,84,
20160817T055719.274957,0,89,107,1,3598,3598,0,21518,84,256,89,27648,1,3855,3855,0,21519,84,84,1,0,0,89,109,0,
20161222T063421.931207,84,23,0,256,89,29952,1,6168,6168,0,21528,84,256,89,30208,1,6425,6425,25,0,0,84,25,0,84,
20160817T055753.274957,0,89,124,1,7967,7967,0,21535,84,256,89,32000,1,8224,8224,0,21536,84,84,1,0,0,89,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T055811.274957,0,89,133,1,10280,10280,0,21544,84,256,89,34304,1,10537,10537,0,21545,84,84,1,0,0,89,135,0,
20161222T101613.931207,84,49,0,256,89,36608,1,12850,12850,0,21554,84,256,89,36864,1,13107,13107,51,0,0,84,51,0,84,
20160817T055845.274957,0,89,150,1,14649,14649,0,21561,84,256,89,38656,1,14906,14906,0,21562,84,84,1,0,0,89,152,0,
20161222T124117.931207,84,66,0,256,89,40960,1,17219,17219,0,21571,84,256,89,41216,1,17476,17476,68,0,0,84,68,0,84,
20160817T055919.274957,0,89,167,1,19018,19018,0,21578,84,256,89,43008,1,19275,19275,0,21579,84,84,1,0,0,89,169,0,
20161222T150621.931207,84,83,0,256,89,45312,1,21588,21588,0,21588,84,256,89,45568,1,21845,21845,85,0,0,84,85,0,84,
20160817T055953.274957,0,89,184,1,23387,23387,0,21595,84,256,89,47360,1,23644,23644,0,21596,84,84,1,0,0,89,186,0,
20161222T173125.931207,84,100,0,256,89,49664,1,25957,25957,0,21605,84,256,89,49920,1,26214,26214,102,0,0,84,102,0,84,
20160817T060027.274957,0,89,201,1,27756,27756,0,21612,84,256,89,51712,1,28013,28013,0,21613,84,84,1,0,0,89,203,0,
20161222T195629.931207,84,117,0,256,89,54016,1,30326,30326,0,21622,84,256,89,54272,1,30583,30583,119,0,0,84,119,0,84,
20160817T060101.274957,0,89,218,1,32125,32125,0,21629,84,256,89,56064,1,32382,32382,0,21630,84,84,1,0,0,89,220,0,
20161222T222133.931207,84,134,0,256,89,58368,1,34695,34695,0,21639,84,256,89,58624,1,34952,34952,136,0,0,84,136,0,84,
20160817T060135.274957,0,89,235,1,36494,36494,0,21646,84,256,89,60416,1,36751,36751,0,21647,84,84,1,0,0,89,237,0,
20161223T004637.931207,84,151,0,256,89,62720,1,39064,39064,0,21656,84,256,89,62976,1,39321,39321,153,0,0,84,153,0,84,
20160817T060209.274957,0,89,252,1,40863,40863,0,21663,84,256,89,64768,1,41120,41120,0,21664,84,84,1,0,0,89,254,0,
