Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160817T041803.274957,0,77,201,1,27756,27756,0,18540,72,256,77,51712,1,28013,28013,0,18541,72,72,1,0,0,77,203,0,
20161204T150205.837457,72,117,0,256,77,54016,1,30326,30326,0,18550,72,256,77,54272,1,30583,30583,119,0,0,72,119,0,72,
20160817T041837.274957,0,77,218,1,32125,32125,0,18557,72,256,77,56064,1,32382,32382,0,18558,72,72,1,0,0,77,220,0,
20161204T172709.837457,72,134,0,256,77,58368,1,34695,34695,0,18567,72,256,77,58624,1,34952,34952,136,0,0,72,136,0,72,
20160817T041911.274957,0,77,235,1,36494,36494,0,18574,72,256,77,60416,1,36751,36751,0,18575,72,72,1,0,0,77,237,0,
20161204T195213.837457,72,151,0,256,77,62720,1,39064,39064,0,18584,72,256,77,62976,1,39321,39321,153,0,0,72,153,0,72,
20160817T041945.274957,0,77,252,1,40863,40863,0,18591,72,256,77,64768,1,41120,41120,0,18592,72,72,1,0,0,77,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T042003.274957,0,78,5,1,43176,43176,0,18600,72,256,78,1536,1,43433,43433,0,18601,72,72,1,0,0,78,7,0,
20161204T233405.837457,72,177,0,256,78,3840,1,45746,45746,0,18610,72,256,78,4096,1,46003,46003,179,0,0,72,179,0,72,
20160817T042037.274957,0,78,22,1,47545,47545,0,18617,72,256,78,5888,1,47802,47802,0,18618,72,72,1,0,0,78,24,0,
20161205T015909.837457,72,194,0,256,78,8192,1,50115,50115,0,18627,72,256,78,8448,1,50372,50372,196,0,0,72,196,0,72,
20160817T042111.274957,0,78,39,1,51914,51914,0,18634,72,256,78,10240,1,52171,52171,0,18635,72,72,1,0,0,78,41,0,
20161205T042413.837457,72,211,0,256,78,12544,1,54484,54484,0,18644,72,256,78,12800,1,54741,54741,213,0,0,72,213,0,72,
20160817T042145.274957,0,78,56,1,56283,56283,0,18651,72,256,78,14592,1,56540,56540,0,18652,72,72,1,0,0,78,58,0,
20161205T064917.837457,72,228,0,256,78,16896,1,58853,58853,0,18661,72,256,78,17152,1,59110,59110,230,0,0,72,230,0,72,
20160817T042219.274957,0,78,73,1,60652,60652,0,18668,72,256,78,18944,1,60909,60909,0,18669,72,72,1,0,0,78,75,0,
20161205T091421.837457,72,245,0,256,78,21248,1,63222,63222,0,18678,72,256,78,21504,1,63479,63479,247,0,0,72,247,0,72,
20160817T042253.274957,0,78,90,1,65021,65021,0,18685,72,256,78,23296,1,65278,65278,0,18686,72,72,1,0,0,78,92,0,
20161205T113925.845269,73,6,0,256,78,25600,1,1799,1799,0,18695,73,256,78,25856,1,2056,2056,8,0,0,73,8,0,73,
20160817T042327.274957,0,78,107,1,3598,3598,0,18702,73,256,78,27648,1,3855,3855,0,18703,73,73,1,0,0,78,109,0,
20161205T140429.845269,73,23,0,256,78,29952,1,6168,6168,0,18712,73,256,78,30208,1,6425,6425,25,0,0,73,25,0,73,
20160817T042401.274957,0,78,124,1,7967,7967,0,18719,73,256,78,32000,1,8224,8224,0,18720,73,73,1,0,0,78,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T042419.274957,0,78,133,1,10280,10280,0,18728,73,256,78,34304,1,10537,10537,0,18729,73,73,1,0,0,78,135,0,
20161205T174621.845269,73,49,0,256,78,36608,1,12850,12850,0,18738,73,256,78,36864,1,13107,13107,51,0,0,73,51,0,73,
20160817T042453.274957,0,78,150,1,14649,14649,0,18745,73,256,78,38656,1,14906,14906,0,18746,73,73,1,0,0,78,152,0,
20161205T201125.845269,73,66,0,256,78,40960,1,17219,17219,0,18755,73,256,78,41216,1,17476,17476,68,0,0,73,68,0,73,
20160817T042527.274957,0,78,167,1,19018,19018,0,18762,73,256,78,43008,1,19275,19275,0,18763,73,73,1,0,0,78,169,0,
20161205T223629.845269,73,83,0,256,78,45312,1,21588,21588,0,18772,73,256,78,45568,1,21845,21845,85,0,0,73,85,0,73,
20160817T042601.274957,0,78,184,1,23387,23387,0,18779,73,256,78,47360,1,23644,23644,0,18780,73,73,1,0,0,78,186,0,
20161206T010133.845269,73,100,0,256,78,49664,1,25957,25957,0,18789,73,256,78,49920,1,26214,26214,102,0,0,73,102,0,73,
20160817T042635.274957,0,78,201,1,27756,27756,0,18796,73,256,78,51712,1,28013,28013,0,18797,73,73,1,0,0,78,203,0,
20161206T032637.845269,73,117,0,256,78,54016,1,30326,30326,0,18806,73,256,78,54272,1,30583,30583,119,0,0,73,119,0,73,
20160817T042709.274957,0,78,218,1,32125,32125,0,18813,73,256,78,56064,1,32382,32382,0,18814,73,73,1,0,0,78,220,0,
20161206T055141.845269,73,134,0,256,78,58368,1,34695,34695,0,18823,73,256,78,58624,1,34952,34952,136,0,0,73,136,0,73,
20160817T042743.274957,0,78,235,1,36494,36494,0,18830,73,256,78,60416,1,36751,36751,0,18831,73,73,1,0,0,78,237,0,
20161206T081645.845269,73,151,0,256,78,62720,1,39064,39064,0,18840,73,256,78,62976,1,39321,39321,153,0,0,73,153,0,73,
20160817T042817.274957,0,78,252,1,40863,40863,0,18847,73,256,78,64768,1,41120,41120,0,18848,73,73,1,0,0,78,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T042835.274957,0,79,5,1,43176,43176,0,18856,73,256,79,1536,1,43433,43433,0,18857,73,73,1,0,0,79,7,0,
20161206T115837.845269,73,177,0,256,79,3840,1,45746,45746,0,18866,73,256,79,4096,1,46003,46003,179,0,0,73,179,0,73,
20160817T042909.274957,0,79,22,1,47545,47545,0,18873,73,256,79,5888,1,47802,47802,0,18874,73,73,1,0,0,79,24,0,
20161206T142341.845269,73,194,0,256,79,8192,1,50115,50115,0,18883,73,256,79,8448,1,50372,50372,196,0,0,73,196,0,73,
20160817T042943.274957,0,79,39,1,51914,51914,0,18890,73,256,79,10240,1,52171,52171,0,18891,73,73,1,0,0,79,41,0,
20161206T164845.845269,73,211,0,256,79,12544,1,54484,54484,0,18900,73,256,79,12800,1,54741,54741,213,0,0,73,213,0,73,
20160817T043017.274957,0,79,56,1,56283,56283,0,18907,73,256,79,14592,1,56540,56540,0,18908,73,73,1,0,0,79,58,0,
20161206T191349.845269,73,228,0,256,79,16896,1,58853,58853,0,18917,73,256,79,17152,1,59110,59110,230,0,0,73,230,0,73,
20160817T043051.274957,0,79,73,1,60652,60652,0,18924,73,256,79,18944,1,60909,60909,0,18925,73,73,1,0,0,79,75,0,
20161206T213853.845269,73,245,0,256,79,21248,1,63222,63222,0,18934,73,256,79,21504,1,63479,63479,247,0,0,73,247,0,73,
20160817T043125.274957,0,79,90,1,65021,65021,0,18941,73,256,79,23296,1,65278,65278,0,18942,73,73,1,0,0,79,92,0,
20161207T000357.853082,74,6,0,256,79,25600,1,1799,1799,0,18951,74,256,79,25856,1,2056,2056,8,0,0,74,8,0,74,
20160817T043159.274957,0,79,107,1,3598,3598,0,18958,74,256,79,27648,1,3855,3855,0,18959,74,74,1,0,0,79,109,0,
20161207T022901.853082,74,23,0,256,79,29952,1,6168,6168,0,18968,74,256,79,30208,1,6425,6425,25,0,0,74,25,0,74,
20160817T043233.274957,0,79,124,1,7967,7967,0,18975,74,256,79,32000,1,8224,8224,0,18976,74,74,1,0,0,79,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T043251.274957,0,79,133,1,10280,10280,0,18984,74,256,79,34304,1,10537,10537,0,18985,74,74,1,0,0,79,135,0,
20161207T061053.853082,74,49,0,256,79,36608,1,12850,12850,0,18994,74,256,79,36864,1,13107,13107,51,0,0,74,51,0,74,
20160817T043325.274957,0,79,150,1,14649,14649,0,19001,74,256,79,38656,1,14906,14906,0,19002,74,74,1,0,0,79,152,0,
20161207T083557.853082,74,66,0,256,79,40960,1,17219,17219,0,19011,74,256,79,41216,1,17476,17476,68,0,0,74,68,0,74,
20160817T043359.274957,0,79,167,1,19018,19018,0,19018,74,256,79,43008,1,19275,19275,0,19019,74,74,1,0,0,79,169,0,
20161207T110101.853082,74,83,0,256,79,45312,1,21588,21588,0,19028,74,256,79,45568,1,21845,21845,85,0,0,74,85,0,74,
20160817T043433.274957,0,79,184,1,23387,23387,0,19035,74,256,79,47360,1,23644,23644,0,19036,74,74,1,0,0,79,186,0,
20161207T132605.853082,74,100,0,256,79,49664,1,25957,25957,0,19045,74,256,79,49920,1,26214,26214,102,0,0,74,102,0,74,
20160817T043507.274957,0,79,201,1,27756,27756,0,19052,74,256,79,51712,1,28013,28013,0,19053,74,74,1,0,0,79,203,0,
20161207T155109.853082,74,117,0,256,79,54016,1,30326,30326,0,19062,74,256,79,54272,1,30583,30583,119,0,0,74,119,0,74,
20160817T043541.274957,0,79,218,1,32125,32125,0,19069,74,256,79,56064,1,32382,32382,0,19070,74,74,1,0,0,79,220,0,
20161207T181613.853082,74,134,0,256,79,58368,1,34695,34695,0,19079,74,256,79,58624,1,34952,34952,136,0,0,74,136,0,74,
20160817T043615.274957,0,79,235,1,36494,36494,0,19086,74,256,79,60416,1,36751,36751,0,19087,74,74,1,0,0,79,237,0,
20161207T204117.853082,74,151,0,256,79,62720,1,39064,39064,0,19096,74,256,79,62976,1,39321,39321,153,0,0,74,153,0,74,
20160817T043649.274957,0,79,252,1,40863,40863,0,19103,74,256,79,64768,1,41120,41120,0,19104,74,74,1,0,0,79,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T043707.274957,0,80,5,1,43176,43176,0,19112,74,256,80,1536,1,43433,43433,0,19113,74,74,1,0,0,80,7,0,
20161208T002309.853082,74,177,0,256,80,3840,1,45746,45746,0,19122,74,256,80,4096,1,46003,46003,179,0,0,74,179,0,74,
20160817T043741.274957,0,80,22,1,47545,47545,0,19129,74,256,80,5888,1,47802,47802,0,19130,74,74,1,0,0,80,24,0,
20161208T024813.853082,74,194,0,256,80,8192,1,50115,50115,0,19139,74,256,80,8448,1,50372,50372,196,0,0,74,196,0,74,
20160817T043815.274957,0,80,39,1,51914,51914,0,19146,74,256,80,10240,1,52171,52171,0,19147,74,74,1,0,0,80,41,0,
20161208T051317.853082,74,211,0,256,80,12544,1,54484,54484,0,19156,74,256,80,12800,1,54741,54741,213,0,0,74,213,0,74,
20160817T043849.274957,0,80,56,1,56283,56283,0,19163,74,256,80,14592,1,56540,56540,0,19164,74,74,1,0,0,80,58,0,
20161208T073821.853082,74,228,0,256,80,16896,1,58853,58853,0,19173,74,256,80,17152,1,59110,59110,230,0,0,74,230,0,74,
20160817T043923.274957,0,80,73,1,60652,60652,0,19180,74,256,80,18944,1,60909,60909,0,19181,74,74,1,0,0,80,75,0,
20161208T100325.853082,74,245,0,256,80,21248,1,63222,63222,0,19190,74,256,80,21504,1,63479,63479,247,0,0,74,247,0,74,
20160817T043957.274957,0,80,90,1,65021,65021,0,19197,74,256,80,23296,1,65278,65278,0,19198,74,74,1,0,0,80,92,0,
20161208T122829.860895,75,6,0,256,80,25600,1,1799,1799,0,19207,75,256,80,25856,1,2056,2056,8,0,0,75,8,0,75,
20160817T044031.274957,0,80,107,1,3598,3598,0,19214,75,256,80,27648,1,3855,3855,0,19215,75,75,1,0,0,80,109,0,
20161208T145333.860895,75,23,0,256,80,29952,1,6168,6168,0,19224,75,256,80,30208,1,6425,6425,25,0,0,75,25,0,75,
20160817T044105.274957,0,80,124,1,7967,7967,0,19231,75,256,80,32000,1,8224,8224,0,19232,75,75,1,0,0,80,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T044123.274957,0,80,133,1,10280,10280,0,19240,75,256,80,34304,1,10537,10537,0,19241,75,75,1,0,0,80,135,0,
20161208T183525.860895,75,49,0,256,80,36608,1,12850,12850,0,19250,75,256,80,36864,1,13107,13107,51,0,0,75,51,0,75,
20160817T044157.274957,0,80,150,1,14649,14649,0,19257,75,256,80,38656,1,14906,14906,0,19258,75,75,1,0,0,80,152,0,
20161208T210029.860895,75,66,0,256,80,40960,1,17219,17219,0,19267,75,256,80,41216,1,17476,17476,68,0,0,75,68,0,75,
20160817T044231.274957,0,80,167,1,19018,19018,0,19274,75,256,80,43008,1,19275,19275,0,19275,75,75,1,0,0,80,169,0,
20161208T232533.860895,75,83,0,256,80,45312,1,21588,21588,0,19284,75,256,80,45568,1,21845,21845,85,0,0,75,85,0,75,
20160817T044305.274957,0,80,184,1,23387,23387,0,19291,75,256,80,47360,1,23644,23644,0,19292,75,75,1,0,0,80,186,0,
20161209T015037.860895,75,100,0,256,80,49664,1,25957,25957,0,19301,75,256,80,49920,1,26214,26214,102,0,0,75,102,0,75,
20160817T044339.274957,0,80,201,1,27756,27756,0,19308,75,256,80,51712,1,28013,28013,0,19309,75,75,1,0,0,80,203,0,
20161209T041541.860895,75,117,0,256,80,54016,1,30326,30326,0,19318,75,256,80,54272,1,30583,30583,119,0,0,75,119,0,75,
20160817T044413.274957,0,80,218,1,32125,32125,0,19325,75,256,80,56064,1,32382,32382,0,19326,75,75,1,0,0,80,220,0,
20161209T064045.860895,75,134,0,256,80,58368,1,34695,34695,0,19335,75,256,80,58624,1,34952,34952,136,0,0,75,136,0,75,
20160817T044447.274957,0,80,235,1,36494,36494,0,19342,75,256,80,60416,1,36751,36751,0,19343,75,75,1,0,0,80,237,0,
20161209T090549.860895,75,151,0,256,80,62720,1,39064,39064,0,19352,75,256,80,62976,1,39321,39321,153,0,0,75,153,0,75,
20160817T044521.274957,0,80,252,1,40863,40863,0,19359,75,256,80,64768,1,41120,41120,0,19360,75,75,1,0,0,80,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T044539.274957,0,81,5,1,43176,43176,0,19368,75,256,81,1536,1,43433,43433,0,19369,75,75,1,0,0,81,7,0,
20161209T124741.860895,75,177,0,256,81,3840,1,45746,45746,0,19378,75,256,81,4096,1,46003,46003,179,0,0,75,179,0,75,
20160817T044613.274957,0,81,22,1,47545,47545,0,19385,75,256,81,5888,1,47802,47802,0,19386,75,75,1,0,0,81,24,0,
20161209T151245.860895,75,194,0,256,81,8192,1,50115,50115,0,19395,75,256,81,8448,1,50372,50372,196,0,0,75,196,0,75,
20160817T044647.274957,0,81,39,1,51914,51914,0,19402,75,256,81,10240,1,52171,52171,0,19403,75,75,1,0,0,81,41,0,
20161209T173749.860895,75,211,0,256,81,12544,1,54484,54484,0,19412,75,256,81,12800,1,54741,54741,213,0,0,75,213,0,75,
20160817T044721.274957,0,81,56,1,56283,56283,0,19419,75,256,81,14592,1,56540,56540,0,19420,75,75,1,0,0,81,58,0,
20161209T200253.860895,75,228,0,256,81,16896,1,58853,58853,0,19429,75,256,81,17152,1,59110,59110,230,0,0,75,230,0,75,
20160817T044755.274957,0,81,73,1,60652,60652,0,19436,75,256,81,18944,1,60909,60909,0,19437,75,75,1,0,0,81,75,0,
20161209T222757.860895,75,245,0,256,81,21248,1,63222,63222,0,19446,75,256,81,21504,1,63479,63479,247,0,0,75,247,0,75,
20160817T044829.274957,0,81,90,1,65021,65021,0,19453,75,256,81,23296,1,65278,65278,0,19454,75,75,1,0,0,81,92,0,
20161210T005301.868707,76,6,0,256,81,25600,1,1799,1799,0,19463,76,256,81,25856,1,2056,2056,8,0,0,76,8,0,76,
20160817T044903.274957,0,81,107,1,3598,3598,0,19470,76,256,81,27648,1,3855,3855,0,19471,76,76,1,0,0,81,109,0,
20161210T031805.868707,76,23,0,256,81,29952,1,6168,6168,0,19480,76,256,81,30208,1,6425,6425,25,0,0,76,25,0,76,
20160817T044937.274957,0,81,124,1,7967,7967,0,19487,76,256,81,32000,1,8224,8224,0,19488,76,76,1,0,0,81,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T044955.274957,0,81,133,1,10280,10280,0,19496,76,256,81,34304,1,10537,10537,0,19497,76,76,1,0,0,81,135,0,
20161210T065957.868707,76,49,0,256,81,36608,1,12850,12850,0,19506,76,256,81,36864,1,13107,13107,51,0,0,76,51,0,76,
20160817T045029.274957,0,81,150,1,14649,14649,0,19513,76,256,81,38656,1,14906,14906,0,19514,76,76,1,0,0,81,152,0,
20161210T092501.868707,76,66,0,256,81,40960,1,17219,17219,0,19523,76,256,81,41216,1,17476,17476,68,0,0,76,68,0,76,
20160817T045103.274957,0,81,167,1,19018,19018,0,19530,76,256,81,43008,1,19275,19275,0,19531,76,76,1,0,0,81,169,0,
20161210T115005.868707,76,83,0,256,81,45312,1,21588,21588,0,19540,76,256,81,45568,1,21845,21845,85,0,0,76,85,0,76,
20160817T045137.274957,0,81,184,1,23387,23387,0,19547,76,256,81,47360,1,23644,23644,0,19548,76,76,1,0,0,81,186,0,
20161210T141509.868707,76,100,0,256,81,49664,1,25957,25957,0,19557,76,256,81,49920,1,26214,26214,102,0,0,76,102,0,76,
20160817T045211.274957,0,81,201,1,27756,27756,0,19564,76,256,81,51712,1,28013,28013,0,19565,76,76,1,0,0,81,203,0,
20161210T164013.868707,76,117,0,256,81,54016,1,30326,30326,0,19574,76,256,81,54272,1,30583,30583,119,0,0,76,119,0,76,
20160817T045245.274957,0,81,218,1,32125,32125,0,19581,76,256,81,56064,1,32382,32382,0,19582,76,76,1,0,0,81,220,0,
20161210T190517.868707,76,134,0,256,81,58368,1,34695,34695,0,19591,76,256,81,58624,1,34952,34952,136,0,0,76,136,0,76,
20160817T045319.274957,0,81,235,1,36494,36494,0,19598,76,256,81,60416,1,36751,36751,0,19599,76,76,1,0,0,81,237,0,
20161210T213021.868707,76,151,0,256,81,62720,1,39064,39064,0,19608,76,256,81,62976,1,39321,39321,153,0,0,76,153,0,76,
20160817T045353.274957,0,81,252,1,40863,40863,0,19615,76,256,81,64768,1,41120,41120,0,19616,76,76,1,0,0,81,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T045411.274957,0,82,5,1,43176,43176,0,19624,76,256,82,1536,1,43433,43433,0,19625,76,76,1,0,0,82,7,0,
20161211T011213.868707,76,177,0,256,82,3840,1,45746,45746,0,19634,76,256,82,4096,1,46003,46003,179,0,0,76,179,0,76,
20160817T045445.274957,0,82,22,1,47545,47545,0,19641,76,256,82,5888,1,47802,47802,0,19642,76,76,1,0,0,82,24,0,
20161211T033717.868707,76,194,0,256,82,8192,1,50115,50115,0,19651,76,256,82,8448,1,50372,50372,196,0,0,76,196,0,76,
20160817T045519.274957,0,82,39,1,51914,51914,0,19658,76,256,82,10240,1,52171,52171,0,19659,76,76,1,0,0,82,41,0,
20161211T060221.868707,76,211,0,256,82,12544,1,54484,54484,0,19668,76,256,82,12800,1,54741,54741,213,0,0,76,213,0,76,
20160817T045553.274957,0,82,56,1,56283,56283,0,19675,76,256,82,14592,1,56540,56540,0,19676,76,76,1,0,0,82,58,0,
20161211T082725.868707,76,228,0,256,82,16896,1,58853,58853,0,19685,76,256,82,17152,1,59110,59110,230,0,0,76,230,0,76,
20160817T045627.274957,0,82,73,1,60652,60652,0,19692,76,256,82,18944,1,60909,60909,0,19693,76,76,1,0,0,82,75,0,
20161211T105229.868707,76,245,0,256,82,21248,1,63222,63222,0,19702,76,256,82,21504,1,63479,63479,247,0,0,76,247,0,76,
20160817T045701.274957,0,82,90,1,65021,65021,0,19709,76,256,82,23296,1,65278,65278,0,19710,76,76,1,0,0,82,92,0,
20161211T131733.876519,77,6,0,256,82,25600,1,1799,1799,0,19719,77,256,82,25856,1,2056,2056,8,0,0,77,8,0,77,
20160817T045735.274957,0,82,107,1,3598,3598,0,19726,77,256,82,27648,1,3855,3855,0,19727,77,77,1,0,0,82,109,0,
20161211T154237.876519,77,23,0,256,82,29952,1,6168,6168,0,19736,77,256,82,30208,1,6425,6425,25,0,0,77,25,0,77,
20160817T045809.274957,0,82,124,1,7967,7967,0,19743,77,256,82,32000,1,8224,8224,0,19744,77,77,1,0,0,82,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T045827.274957,0,82,133,1,10280,10280,0,19752,77,256,82,34304,1,10537,10537,0,19753,77,77,1,0,0,82,135,0,
20161211T192429.876519,77,49,0,256,82,36608,1,12850,12850,0,19762,77,256,82,36864,1,13107,13107,51,0,0,77,51,0,77,
20160817T045901.274957,0,82,150,1,14649,14649,0,19769,77,256,82,38656,1,14906,14906,0,19770,77,77,1,0,0,82,152,0,
20161211T214933.876519,77,66,0,256,82,40960,1,17219,17219,0,19779,77,256,82,41216,1,17476,17476,68,0,0,77,68,0,77,
20160817T045935.274957,0,82,167,1,19018,19018,0,19786,77,256,82,43008,1,19275,19275,0,19787,77,77,1,0,0,82,169,0,
20161212T001437.876519,77,83,0,256,82,45312,1,21588,21588,0,19796,77,256,82,45568,1,21845,21845,85,0,0,77,85,0,77,
20160817T050009.274957,0,82,184,1,23387,23387,0,19803,77,256,82,47360,1,23644,23644,0,19804,77,77,1,0,0,82,186,0,
20161212T023941.876519,77,100,0,256,82,49664,1,25957,25957,0,19813,77,256,82,49920,1,26214,26214,102,0,0,77,102,0,77,
20160817T050043.274957,0,82,201,1,27756,27756,0,19820,77,256,82,51712,1,28013,28013,0,19821,77,77,1,0,0,82,203,0,
20161212T050445.876519,77,117,0,256,82,54016,1,30326,30326,0,19830,77,256,82,54272,1,30583,30583,119,0,0,77,119,0,77,
20160817T050117.274957,0,82,218,1,32125,32125,0,19837,77,256,82,56064,1,32382,32382,0,19838,77,77,1,0,0,82,220,0,
20161212T072949.876519,77,134,0,256,82,58368,1,34695,34695,0,19847,77,256,82,58624,1,34952,34952,136,0,0,77,136,0,77,
20160817T050151.274957,0,82,235,1,36494,36494,0,19854,77,256,82,60416,1,36751,36751,0,19855,77,77,1,0,0,82,237,0,
20161212T095453.876519,77,151,0,256,82,62720,1,39064,39064,0,19864,77,256,82,62976,1,39321,39321,153,0,0,77,153,0,77,
20160817T050225.274957,0,82,252,1,40863,40863,0,19871,77,256,82,64768,1,41120,41120,0,19872,77,77,1,0,0,82,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T050243.274957,0,83,5,1,43176,43176,0,19880,77,256,83,1536,1,43433,43433,0,19881,77,77,1,0,0,83,7,0,
20161212T133645.876519,77,177,0,256,83,3840,1,45746,45746,0,19890,77,256,83,4096,1,46003,46003,179,0,0,77,179,0,77,
20160817T050317.274957,0,83,22,1,47545,47545,0,19897,77,256,83,5888,1,47802,47802,0,19898,77,77,1,0,0,83,24,0,
20161212T160149.876519,77,194,0,256,83,8192,1,50115,50115,0,19907,77,256,83,8448,1,50372,50372,196,0,0,77,196,0,77,
20160817T050351.274957,0,83,39,1,51914,51914,0,19914,77,256,83,10240,1,52171,52171,0,19915,77,77,1,0,0,83,41,0,
20161212T182653.876519,77,211,0,256,83,12544,1,54484,54484,0,19924,77,256,83,12800,1,54741,54741,213,0,0,77,213,0,77,
20160817T050425.274957,0,83,56,1,56283,56283,0,19931,77,256,83,14592,1,56540,56540,0,19932,77,77,1,0,0,83,58,0,
20161212T205157.876519,77,228,0,256,83,16896,1,58853,58853,0,19941,77,256,83,17152,1,59110,59110,230,0,0,77,230,0,77,
20160817T050459.274957,0,83,73,1,60652,60652,0,19948,77,256,83,18944,1,60909,60909,0,19949,77,77,1,0,0,83,75,0,
20161212T231701.876519,77,245,0,256,83,21248,1,63222,63222,0,19958,77,256,83,21504,1,63479,63479,247,0,0,77,247,0,77,
20160817T050533.274957,0,83,90,1,65021,65021,0,19965,77,256,83,23296,1,65278,65278,0,19966,77,77,1,0,0,83,92,0,
20161213T014205.884332,78,6,0,256,83,25600,1,1799,1799,0,19975,78,256,83,25856,1,2056,2056,8,0,0,78,8,0,78,
20160817T050607.274957,0,83,107,1,3598,3598,0,19982,78,256,83,27648,1,3855,3855,0,19983,78,78,1,0,0,83,109,0,
20161213T040709.884332,78,23,0,256,83,29952,1,6168,6168,0,19992,78,256,83,30208,1,6425,6425,25,0,0,78,25,0,78,
20160817T050641.274957,0,83,124,1,7967,7967,0,19999,78,256,83,32000,1,8224,8224,0,20000,78,78,1,0,0,83,126,0,
20160816T171421.274957,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T050659.274957,0,83,133,1,10280,10280,0,20008,78,256,83,34304,1,10537,10537,0,20009,78,78,1,0,0,83,135,0,
20161213T074901.884332,78,49,0,256,83,36608,1,12850,12850,0,20018,78,256,83,36864,1,13107,13107,51,0,0,78,51,0,78,
20160817T050733.274957,0,83,150,1,14649,14649,0,20025,78,256,83,38656,1,14906,14906,0,20026,78,78,1,0,0,83,152,0,
20161213T101405.884332,78,66,0,256,83,40960,1,17219,17219,0,20035,78,256,83,41216,1,17476,17476,68,0,0,78,68,0,78,
20160817T050807.274957,0,83,167,1,19018,19018,0,20042,78,256,83,43008,1,19275,19275,0,20043,78,78,1,0,0,83,169,0,
20161213T123909.884332,78,83,0,256,83,45312,1,21588,21588,0,20052,78,256,83,45568,1,21845,21845,85,0,0,78,85,0,78,
20160817T050841.274957,0,83,184,1,23387,23387,0,20059,78,256,83,47360,1,23644,23644,0,20060,78,78,1,0,0,83,186,0,
20161213T150413.884332,78,100,0,256,83,49664,1,25957,25957,0,20069,78,256,83,49920,1,26214,26214,102,0,0,78,102,0,78,
20160817T050915.274957,0,83,201,1,27756,27756,0,20076,78,256,83,51712,1,28013,28013,0,20077,78,78,1,0,0,83,203,0,
20161213T172917.884332,78,117,0,256,83,54016,1,30326,30326,0,20086,78,256,83,54272,1,30583,30583,119,0,0,78,119,0,78,
20160817T050949.274957,0,83,218,1,32125,32125,0,20093,78,256,83,56064,1,32382,32382,0,20094,78,78,1,0,0,83,220,0,
20161213T195421.884332,78,134,0,256,83,58368,1,34695,34695,0,20103,78,256,83,58624,1,34952,34952,136,0,0,78,136,0,78,
20160817T051023.274957,0,83,235,1,36494,36494,0,20110,78,256,83,60416,1,36751,36751,0,20111,78,78,1,0,0,83,237,0,
20161213T221925.884332,78,151,0,256,83,62720,1,39064,39064,0,20120,78,256,83,62976,1,39321,39321,153,0,0,78,153,0,78,
20160817T051057.274957,0,83,252,1,40863,40863,0,20127,78,256,83,64768,1,41120,41120,0,20128,78,78,1,0,0,83,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T051115.274957,0,84,5,1,43176,43176,0,20136,78,256,84,1536,1,43433,43433,0,20137,78,78,1,0,0,84,7,0,
20161214T020117.884332,78,177,0,256,84,3840,1,45746,45746,0,20146,78,256,84,4096,1,46003,46003,179,0,0,78,179,0,78,
